Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Petland Davie,These ads ran without a disclaimer,≤100,1
minoritees.com,These ads ran without a disclaimer,≤100,2
Caring Healthcare,Caring Health Care,≤100,1
David M. Robbins,Gonzo KIng Media a Product of Tornado of Truth Productions,≤100,1
SeniorLAW Center,These ads ran without a disclaimer,≤100,1
Historical Society of the NY Courts,Historical Society of the New York Courts,≤100,1
Citizens Corner,Caleb Davis,≤100,1
Dan Kathman,These ads ran without a disclaimer,≤100,1
World Renewal,These ads ran without a disclaimer,≤100,1
Talk It Up TV,These ads ran without a disclaimer,≤100,1
Jay County Visitor & Tourism Bureau,These ads ran without a disclaimer,≤100,1
A DJ and A Cook,These ads ran without a disclaimer,≤100,1
Roanoke Outside,These ads ran without a disclaimer,≤100,1
GV Wire,These ads ran without a disclaimer,≤100,1
JK EcoCarwash LLC,These ads ran without a disclaimer,≤100,1
NJ Citizens for a Free State,NJ Citizens for a Free State,≤100,1
OCEANS OF FUN,These ads ran without a disclaimer,≤100,1
Teamsters Joint Council 10,Teamsters Joint Council 10,≤100,1
Somerset Area School District,These ads ran without a disclaimer,≤100,1
Compassion & Choices - Baltimore,These ads ran without a disclaimer,≤100,1
"Yes, I Said It! Things Others Seem Afraid To Say",These ads ran without a disclaimer,≤100,1
In Kind,These ads ran without a disclaimer,≤100,1
Justice Sista,These ads ran without a disclaimer,≤100,1
Aeta Tribe Foundation,Fernando Punla Briosos,≤100,6
Hustle N Grind Apparel,These ads ran without a disclaimer,≤100,1
We Need This,ATTN:,≤100,1
NO FEAR NO HOPE Media,These ads ran without a disclaimer,≤100,1
Abelardo Ramirez-Meda: Allstate Insurance,These ads ran without a disclaimer,≤100,1
CEE+Co,These ads ran without a disclaimer,≤100,1
Girls Against Poaching,Tommi Wolfe,≤100,1
Six + Cypress,These ads ran without a disclaimer,≤100,1
New England Primate Conservancy,New England Primate Conservancy,≤100,2
"The Wright Home Care, LLC",These ads ran without a disclaimer,≤100,1
Meriah's Esty Life & Lashes,These ads ran without a disclaimer,≤100,1
Tribunadominicanatv,These ads ran without a disclaimer,≤100,1
"Disabled & Inspired: Still believe, achieving dreams and renewed hope",These ads ran without a disclaimer,≤100,1
Herb Jones for Virginia,Herb Jones for Virginia,≤100,1
FirstFollowers Champaign-Urbana,These ads ran without a disclaimer,≤100,1
Notes’ Coffee Company,These ads ran without a disclaimer,≤100,1
Housing for All Mount Pleasant,Housing for All Mt. Pleasant,≤100,1
The Jemimah Show,The Jemimah Show,≤100,1
Win Foundation,These ads ran without a disclaimer,≤100,1
"West Downtown, ABQ",These ads ran without a disclaimer,≤100,1
"Davis Grocery & Mercantile, LLC",These ads ran without a disclaimer,≤100,1
Steel Magnolia Marketplace,These ads ran without a disclaimer,≤100,1
Islamic Networks Group - ING,These ads ran without a disclaimer,≤100,2
The Cutoff News,These ads ran without a disclaimer,≤100,1
Missouri Local News,These ads ran without a disclaimer,≤100,2
City Life/Vida Urbana,These ads ran without a disclaimer,≤100,1
On Your Sleeve,ON YOUR SLEEVE,≤100,1
Parrish Kruidenier Law Firm,These ads ran without a disclaimer,≤100,1
Krusty Dank Memes,These ads ran without a disclaimer,≤100,1
"KatieJo Shank, Realtor, RE/MAX of Reading",These ads ran without a disclaimer,≤100,1
Angel L. Mendez Casper,These ads ran without a disclaimer,≤100,1
PussyPin,Pink Pin Project,≤100,2
Conservation Corps Minnesota & Iowa,These ads ran without a disclaimer,≤100,1
Environmental Paper Network,These ads ran without a disclaimer,≤100,1
Spiritual Uplift,These ads ran without a disclaimer,≤100,2
Atoosa Reaser for School Board,The Committee to Elect Atoosa Reaser,≤100,1
Emporium Presents,Emporium Presents,≤100,1
The Union Designs,These ads ran without a disclaimer,≤100,2
Virgin Earth Farm,These ads ran without a disclaimer,≤100,1
SOSS Save Our Standardbreds from Slaughter,These ads ran without a disclaimer,≤100,1
CWS,These ads ran without a disclaimer,≤100,1
Aromatic Origins,These ads ran without a disclaimer,≤100,1
�Jose Julian Molina�,These ads ran without a disclaimer,≤100,1
modzi,These ads ran without a disclaimer,≤100,1
Fondation Grace Monde,These ads ran without a disclaimer,≤100,1
Jessica Repetto,Jessica Repetto,≤100,1
Bozeman Health Foundation,These ads ran without a disclaimer,≤100,1
Ladies First Podcast - wise women talking,These ads ran without a disclaimer,≤100,1
Palmer College of Chiropractic,Palmer College of Chiropractic,≤100,2
Citizens Above Partisanship - CAP PAC,"Citizens Above Partisanship, Authority Shawn Bryce Treasurer",≤100,1
The College of St. Scholastica,These ads ran without a disclaimer,≤100,1
Sankofa For Kansas City,These ads ran without a disclaimer,≤100,1
Zerching.com,These ads ran without a disclaimer,≤100,1
Wisconsin Justice Initiative,These ads ran without a disclaimer,≤100,1
The Culture Collective,These ads ran without a disclaimer,≤100,2
WakeUP Wake County,These ads ran without a disclaimer,≤100,1
ProjectDiehard,These ads ran without a disclaimer,≤100,1
"Alexandria, VA Local",These ads ran without a disclaimer,≤100,1
East Cooper Medical Group,These ads ran without a disclaimer,≤100,1
Volunteers for Environmental Health and Justice,These ads ran without a disclaimer,≤100,1
Viktor James,These ads ran without a disclaimer,≤100,1
Ryan Walley Premier Sotheby's International Realty,These ads ran without a disclaimer,≤100,1
Duquesne University Student Veterans of America,These ads ran without a disclaimer,≤100,1
Fire on the Rim Mountain Bike Race,These ads ran without a disclaimer,≤100,1
Texas Local News,These ads ran without a disclaimer,≤100,2
Healing Mama Trauma,These ads ran without a disclaimer,≤100,1
Spreading the Warmth,These ads ran without a disclaimer,≤100,1
I Am Wolf Nation,I Am Wolf Nation,≤100,1
HunterSeven,These ads ran without a disclaimer,≤100,1
Creative Reaction Lab,These ads ran without a disclaimer,≤100,1
Kua'aina Ulu 'Auamo,These ads ran without a disclaimer,≤100,1
Freedom U. Georgia,These ads ran without a disclaimer,≤100,1
Johnny Alcivar,These ads ran without a disclaimer,≤100,1
Fort Collins Reptile & Amphibian Encounters,These ads ran without a disclaimer,≤100,1
West Virginia Local News,These ads ran without a disclaimer,≤100,1
Global March for Elephants and Rhinos,Global March for Elephants and Rhinos,≤100,1
King,These ads ran without a disclaimer,≤100,1
Steelys,These ads ran without a disclaimer,≤100,1
Global Denture Alliance,These ads ran without a disclaimer,≤100,1
+972 Magazine,+972 Magazine,≤100,2
Edward Jones - Financial Advisor: Ron Riebe Jr,These ads ran without a disclaimer,≤100,1
Christopher R. Shelley,These ads ran without a disclaimer,≤100,1
Johnny News,These ads ran without a disclaimer,≤100,1
Original Custom Art,These ads ran without a disclaimer,≤100,1
Freedom of Speech Protection,These ads ran without a disclaimer,≤100,1
"Ring Benefits, LLC.",These ads ran without a disclaimer,≤100,1
Goodwill Dallas,Goodwill Industries of Dallas,≤100,1
LIFE Runners Team,These ads ran without a disclaimer,≤100,1
"Miranda's Paparazzi Style, LLC. VIP Group",These ads ran without a disclaimer,≤100,1
North City Urgent Care,These ads ran without a disclaimer,≤100,1
Aspire to Autonomy Inc.,These ads ran without a disclaimer,≤100,2
Cardinal Health,These ads ran without a disclaimer,≤100,1
The Hartford Gold Group,The Hartford Gold Group,≤100,1
HYDAWAY Collapsible Water Bottle,These ads ran without a disclaimer,≤100,1
King's Raid,These ads ran without a disclaimer,≤100,2
Proclaiming Srebrenica Genocide Remembrance Day in Washington State,These ads ran without a disclaimer,≤100,1
The Reentry & Community Development Center,These ads ran without a disclaimer,≤100,1
Arcus Foundation,Arcus Foundation,≤100,2
The Meditation Branch,These ads ran without a disclaimer,≤100,1
"Dennis Tumlin - TN Real Estate Professional & Consulting. - Chattanooga,TN",These ads ran without a disclaimer,≤100,1
Fundacion CAP,These ads ran without a disclaimer,≤100,1
IISD Reporting Services,IISD Reporting Services,≤100,3
Bill Couzens,These ads ran without a disclaimer,≤100,1
Sebastopol Farm Market,These ads ran without a disclaimer,≤100,1
Charleston County Economic Development,These ads ran without a disclaimer,≤100,1
Church,Church Bar,≤100,1
The Village Family Services,These ads ran without a disclaimer,≤100,1
"Karin Rosarne, Broker Assoc., LIV Sotheby's International Realty",These ads ran without a disclaimer,≤100,1
Model D,Model D,≤100,1
Grupo Larsa Comunicaciones,These ads ran without a disclaimer,≤100,2
Dating2,These ads ran without a disclaimer,≤100,2
Christian Habit Charities,These ads ran without a disclaimer,≤100,2
Popsaltnculture,These ads ran without a disclaimer,≤100,1
Larry Gaddes - Williamson County Tax Assessor-Collector,Larry Gaddes,≤100,1
Manny's House Of Dedication,These ads ran without a disclaimer,≤100,1
Glenwood Springs Citizens' Alliance,These ads ran without a disclaimer,≤100,1
BruceJBerger,These ads ran without a disclaimer,≤100,1
PurePali,These ads ran without a disclaimer,≤100,1
3 Alpha Apparel,These ads ran without a disclaimer,≤100,1
Women of Grace,These ads ran without a disclaimer,≤100,1
Please Help Us,These ads ran without a disclaimer,≤100,1
Natchez the Magazine,These ads ran without a disclaimer,≤100,1
SHTFplan.com,These ads ran without a disclaimer,≤100,1
Cargill,Cargill,≤100,1
Wonders of Africa,These ads ran without a disclaimer,≤100,1
Kimberlite Diamond �  �,These ads ran without a disclaimer,≤100,1
Raising Strong Girls Boot Camps,These ads ran without a disclaimer,≤100,1
DiVastanzo,These ads ran without a disclaimer,≤100,1
ACO - Allen Community Outreach,These ads ran without a disclaimer,≤100,1
Idle Free Dempsey,These ads ran without a disclaimer,≤100,1
Zion Ministry,These ads ran without a disclaimer,≤100,2
Social Justice & Advocacy Ministries -  NC Synod ELCA,Social Justice and Advocacy Ministries,≤100,1
Stuff! Consignments,These ads ran without a disclaimer,≤100,1
Massachusetts Local News,These ads ran without a disclaimer,≤100,1
W-Energy Economia de Água e Energia,These ads ran without a disclaimer,≤100,1
Slice n Rice,Slice N Rice,≤100,1
Our Wine Country Realtor,Tania Reuben,≤100,1
Lotus School Foundation Inc.,These ads ran without a disclaimer,≤100,1
Justice for Aaron,These ads ran without a disclaimer,≤100,1
Hijo De Guatemala,Marvin Estuardo HernandezGarcia,≤100,1
Khemet News,These ads ran without a disclaimer,≤100,1
Store Rewards Card,These ads ran without a disclaimer,≤100,1
Oroville YMCA,These ads ran without a disclaimer,≤100,1
Todd Crandell,"Friends of Todd Crandell, Erica Hadfield, Treasurer",≤100,1
"Hosanna Ln Farm, City of Refuge",These ads ran without a disclaimer,≤100,1
Crehana,These ads ran without a disclaimer,≤100,2
Street-Rescue.org,These ads ran without a disclaimer,≤100,1
Greg Lockhart Sandusky City Commissioner,Citizens of Sandusky,≤100,1
Freya Health,These ads ran without a disclaimer,≤100,1
Virginia Local News,These ads ran without a disclaimer,≤100,2
Ivypac,IVYPAC,≤100,1
Humans of #MeToo,These ads ran without a disclaimer,≤100,1
Bright n' Beautiful,These ads ran without a disclaimer,≤100,1
Midlothian Economic Development,These ads ran without a disclaimer,≤100,1
Duke MMCi,These ads ran without a disclaimer,≤100,1
Maeva komenan,These ads ran without a disclaimer,≤100,1
Both Sides of the Glass,These ads ran without a disclaimer,≤100,1
Durham Living Wage,These ads ran without a disclaimer,≤100,1
Bar Over 3 Farms,These ads ran without a disclaimer,≤100,1
Paolo Kalaw,These ads ran without a disclaimer,≤100,1
California Local News,These ads ran without a disclaimer,≤100,3
The Abolition Institute,The Abolition Institute,≤100,1
Center for Migration Studies of New York,Center for Migration Studies of New York,≤100,2
Escrow Hub Inc.,These ads ran without a disclaimer,≤100,1
Bring back the Trades,These ads ran without a disclaimer,≤100,1
Leather Mae tax service,These ads ran without a disclaimer,≤100,1
Garland Nuckols for Louisa Mayor,These ads ran without a disclaimer,≤100,1
Mayah A’morai Williams,These ads ran without a disclaimer,≤100,1
Salvation Army Today,These ads ran without a disclaimer,≤100,1
Lambda Chi Chapter Alumni Association of Pi Kappa Alpha,These ads ran without a disclaimer,≤100,1
The Jewish Week,These ads ran without a disclaimer,≤100,1
MEFA (Massachusetts Educational Financing Authority),These ads ran without a disclaimer,≤100,1
"Hanging H Companies, LLC.",These ads ran without a disclaimer,≤100,1
Liftable,These ads ran without a disclaimer,≤100,1
fugginbrad,These ads ran without a disclaimer,≤100,1
Beatnik Cake Co.,These ads ran without a disclaimer,≤100,1
Kentucky Public Pension Coalition,Kentucky Public Pension Coalition,≤100,1
Toxic challange,These ads ran without a disclaimer,≤100,1
Kroslak Bakery Equipment Inc,These ads ran without a disclaimer,≤100,1
Wilson Center On Demand,Wilson Center,≤100,2
FLAIR Equine Nasal Strips,These ads ran without a disclaimer,≤100,1
Liberal Logic,These ads ran without a disclaimer,≤100,1
OneHome Collective,These ads ran without a disclaimer,≤100,2
Recycle Smart MA,These ads ran without a disclaimer,≤100,2
Sea of Love Foundation,These ads ran without a disclaimer,≤100,1
NPR's Latino USA,NPR's Latino USA,≤100,1
National Network For Youth,These ads ran without a disclaimer,≤100,1
Amy Powell | Trades Of Hope,These ads ran without a disclaimer,≤100,1
Free Library Author Events,Author Events,≤100,1
Actual Life Quotes,"Steve Isidor your local Medicare, Health and Life Insurance Adviser.",≤100,2
Home Professionals,These ads ran without a disclaimer,≤100,2
Makeup Eraser,These ads ran without a disclaimer,≤100,3
Spreeha,These ads ran without a disclaimer,≤100,1
Democrats,These ads ran without a disclaimer,≤100,1
Michelle's Mascara & More,Michelle M Perkins,≤100,1
Custom One,These ads ran without a disclaimer,≤100,1
Pro-Env,These ads ran without a disclaimer,≤100,1
Wannababies,These ads ran without a disclaimer,≤100,1
"The Service Center, LLC.",These ads ran without a disclaimer,≤100,1
Beyond Pregnancy Care,These ads ran without a disclaimer,≤100,1
Culloden Christian Community Church,These ads ran without a disclaimer,≤100,1
META Alliance,These ads ran without a disclaimer,≤100,2
Wayne Hill,Wayne Hill of Trinity Insights Publication,≤100,4
PICO International,PICO International,≤100,2
The I Love You Project,These ads ran without a disclaimer,≤100,1
Senator Janelle K. Sarauw,The Committee to Elect Janelle K. Sarauw,≤100,1
