Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Sultan Khan,These ads ran without a disclaimer,≤100,2
Lovely Views,These ads ran without a disclaimer,≤100,1
Immigrant Legal Services,These ads ran without a disclaimer,≤100,1
Red Lodge Recycling,These ads ran without a disclaimer,≤100,1
Senator Donna Soucy,Donna Soucy for State Senate,≤100,1
WA Senate Republicans,Senate Republican Campaign Committee,≤100,6
Lgbtq+ Perinatal Wellness Center,These ads ran without a disclaimer,≤100,1
The Dozie Foundation,These ads ran without a disclaimer,≤100,2
Louisiana Local News,These ads ran without a disclaimer,≤100,1
Vote for Neysa 2018,Neysa Fligor for City Council 2018  FPPC #1387715,≤100,1
Mercer Islanders for Sustainable Spending,Mercer Islanders for Sustainable Spending,≤100,3
"Town of Woodstock, NY",These ads ran without a disclaimer,≤100,1
Open Table United Church of Christ,Open Table United Church of Christ,≤100,1
Viva Raw,These ads ran without a disclaimer,≤100,1
2019 ACA Open Healthcare Enrollment,STEVE WONG,≤100,4
Katelyn Dockery for House District 54,Friends of Katelyn Gleason-Dockery 2018,≤100,1
Thing Hero,These ads ran without a disclaimer,≤100,1
Raiz of Planned Parenthood of Greater Washington and North Idaho,These ads ran without a disclaimer,≤100,1
"Hope Services, LLC",These ads ran without a disclaimer,≤100,1
Roger & Donna Estopinal Jr. & Family,These ads ran without a disclaimer,≤100,1
Protect Greeley's Quality of Life,"Protect Greeley’s Quality of Life, Ryan Sanger, Treasurer",≤100,1
Redwood Cooperative School,These ads ran without a disclaimer,≤100,1
PegsPresents,Peg's Presents,≤100,1
La Isla Magazine,"The Committee to Elect Kim Likins, Jim Gresham Treasurer",≤100,1
Adrienne Petrook-Realtor,These ads ran without a disclaimer,≤100,1
Cape Ann Power Yoga,These ads ran without a disclaimer,≤100,2
Jennifer Tift for Red Wing School Board,Jennifer Tift,≤100,1
People's Voice,People's Voice,≤100,1
In Defense of our Children,These ads ran without a disclaimer,≤100,1
CreditBox,These ads ran without a disclaimer,≤100,4
Garage Sail Social Club,These ads ran without a disclaimer,≤100,1
Embrace Vanity,These ads ran without a disclaimer,≤100,2
Better World Bio,These ads ran without a disclaimer,≤100,1
1450 WNBY,1450 WNBY,≤100,1
Audubon Society of Portland,Audubon Society of Portland,≤100,1
Gabriel A Gomez for State Assembly,Gabriel For Wisconsin,≤100,1
Valley Hair Designs,These ads ran without a disclaimer,≤100,1
Diamond State Diesel,These ads ran without a disclaimer,≤100,1
Myra Coxey Photography,These ads ran without a disclaimer,≤100,1
Old World Huntington Beach,These ads ran without a disclaimer,≤100,1
FireRescue1,These ads ran without a disclaimer,≤100,5
Luxuriator by Franco,These ads ran without a disclaimer,≤100,1
Carvd N Stone Inc.,These ads ran without a disclaimer,≤100,1
Qué Pasa ETX?,These ads ran without a disclaimer,≤100,1
Greater Pensacola Chamber,the Pensacola Chamber,≤100,1
Colorado Local News,These ads ran without a disclaimer,≤100,2
Saved By Nature,Donations to Saved By Nature,≤100,3
EcoBuilding Bargains,These ads ran without a disclaimer,≤100,1
Axios,Axios Partner,≤100,3
Phases of Change Therapeutic Arts,These ads ran without a disclaimer,≤100,1
"Greeley, CO Local",These ads ran without a disclaimer,≤100,1
Right On Campus Inc.,Right on Campus Inc.,≤100,2
Adam Townsend,Adam Townsend,≤100,1
Toco Warranty,These ads ran without a disclaimer,≤100,1
JMJ,These ads ran without a disclaimer,≤100,2
Potty McStirrer,These ads ran without a disclaimer,≤100,1
Pine-11B DFL,Pine 11B DFL,≤100,1
V_styles_brows,These ads ran without a disclaimer,≤100,1
"Portland, OR Local",These ads ran without a disclaimer,≤100,1
The Voice of Willoughby Hills,These ads ran without a disclaimer,≤100,1
Environmental Coffeehouse,Environmental Coffee House,≤100,1
God Made,These ads ran without a disclaimer,≤100,2
Pompton Lakes Democratic Club,Pompton Lakes Democratic Club,≤100,1
Aaroon Yang,These ads ran without a disclaimer,≤100,1
Katy Brown,Katy Brown,≤100,1
Solergy Texas,These ads ran without a disclaimer,≤100,1
Dorchester County Councilman George Bailey,George Bailey for County Council,≤100,1
EL Mercado Restaurant South,These ads ran without a disclaimer,≤100,1
Isabella Friends of the Fourth,These ads ran without a disclaimer,≤100,1
Hwy 55 Burgers Shakes & Fries,These ads ran without a disclaimer,≤100,1
Watercourse Counseling Center,These ads ran without a disclaimer,≤100,1
Courtney Jackson For Sheridan County Sheriff 2018,Courtney Jackson,≤100,1
Sarubin Family Dental,These ads ran without a disclaimer,≤100,1
Virginia Local News,These ads ran without a disclaimer,≤100,2
Frazier Martial Arts - Kid's Karate,These ads ran without a disclaimer,≤100,1
Catch Digital Strategy,Catch Digital Strategy,≤100,1
Elect Gene Strong Wahkiakum County Commissioner,Gene Strong (Ind),≤100,2
The Towson Flyer,TowsonFlyer,≤100,1
"Travis Klavohn for Georgia Senate, District 38",The Committee to Elect Travis Klavohn.,≤100,1
WineStyles Alaska,These ads ran without a disclaimer,≤100,1
Win Again Big League,These ads ran without a disclaimer,≤100,1
Nichols for Prosecutor,Nichols for Prosecutor,≤100,1
Habitat for Humanity Tucson,These ads ran without a disclaimer,≤100,1
Belle en Argent,These ads ran without a disclaimer,≤100,2
Roaring Fork Valley Horse Council,These ads ran without a disclaimer,≤100,1
Harford County Office of Recycling,These ads ran without a disclaimer,≤100,1
Boris4Sheriff,These ads ran without a disclaimer,≤100,1
Independence Party,Brent Morris,≤100,1
A-Bagbibi,These ads ran without a disclaimer,≤100,3
Catholic Social Services of the Diocese of Columbus,These ads ran without a disclaimer,≤100,1
Sunny & 75 Ice Cream,These ads ran without a disclaimer,≤100,1
Michigan AutoGas,C&R Marketing,≤100,1
ELI,These ads ran without a disclaimer,≤100,1
E-Biome,These ads ran without a disclaimer,≤100,1
"Idiotville: Erie, PA’s Favorite Podcast","Idiotville Erie, PA's Favorite Podcast",≤100,1
Detroit Phoenix Center,These ads ran without a disclaimer,≤100,1
Living Torah,Jewish Educational Media,≤100,1
HealthSherpa,These ads ran without a disclaimer,≤100,1
The Villages Republican Club,The Villages Republican Club,≤100,1
Feashstart2fittnes,These ads ran without a disclaimer,≤100,1
Revolutionary Lounge & Cafe,These ads ran without a disclaimer,≤100,1
Lafayette NY Democratic Committee,Lafayette Democratic Committee,≤100,1
Move Tampa Bay,These ads ran without a disclaimer,≤100,1
"Utica, NY Local",These ads ran without a disclaimer,≤100,1
The Korea Society,These ads ran without a disclaimer,≤100,1
NAACP - Lancaster PA Branch,These ads ran without a disclaimer,≤100,1
Planned Parenthood of Southwestern Oregon,These ads ran without a disclaimer,≤100,1
"Riverton City, Utah",These ads ran without a disclaimer,≤100,1
Christmas In Tallassee,These ads ran without a disclaimer,≤100,1
Idaho Local News,These ads ran without a disclaimer,≤100,3
Iowa Local News,These ads ran without a disclaimer,≤100,3
Anethum Jewelry,These ads ran without a disclaimer,≤100,2
Charismatic Kris - Travel & Photography,These ads ran without a disclaimer,≤100,2
Wisconsin 7th Congressional District Republican Party - GOP,7th District Republican Party of WI,≤100,1
Pat Kemp - Hillsborough County Commissioner Countywide,Patricia Kemp,≤100,1
Palestine Convention,These ads ran without a disclaimer,≤100,1
Jesse James,Jesse James,≤100,1
Interfaith Alliance of Colorado,Interfaith Alliance of Colorado,≤100,1
SHAH XO,These ads ran without a disclaimer,≤100,2
The Sports Post,These ads ran without a disclaimer,≤100,1
Rednecknationco,These ads ran without a disclaimer,≤100,9
Mud Creek Conservancy,These ads ran without a disclaimer,≤100,1
"Milledgeville, GA Local",These ads ran without a disclaimer,≤100,2
Garden State Tortoise,These ads ran without a disclaimer,≤100,1
Bernie Sanders Has a Posse,Christopher Williams,≤100,1
EcoPod,These ads ran without a disclaimer,≤100,1
"RE/MAX Rising, Bloomington, IL",These ads ran without a disclaimer,≤100,1
Lower Moreland Democrats,Lower Moreland Democrats,≤100,1
Friends-of-Glostershire,These ads ran without a disclaimer,≤100,1
Tysons Dental Associates,These ads ran without a disclaimer,≤100,1
The Riot Life,These ads ran without a disclaimer,≤100,2
Saving Africa from Lies that Kill,These ads ran without a disclaimer,≤100,1
Goselin4AG,Peter Goselin,≤100,1
Jimmy Dutra for Santa Cruz County Supervisor,Dutra for Supervisor FPPC#1398351,≤100,1
Elect Patrick O'Brien Boling PhD,Patrick O'Brien Boling,≤100,1
Cape Clasp,These ads ran without a disclaimer,≤100,1
The Lucky Rabbit,These ads ran without a disclaimer,≤100,1
The Inwood-AB GOP,Inwood-AB GOP,≤100,1
AVMH Productions,These ads ran without a disclaimer,≤100,1
HVAC Mafia,These ads ran without a disclaimer,≤100,1
Apollo Blaze,These ads ran without a disclaimer,≤100,1
Yes on 6C - Citizens Supporting Local Fire Protection,Citizens Supporting Local Fire Protection,≤100,1
"Andrew Punch for Excelsior, MN Mayor",Andrew Punch,≤100,2
Ida Keir Law/Pinoy,Ida Keir Law,≤100,1
"Chrissy Harrison Dutton - Madison County Board, District 15",Citizens for Chrissy Dutton,≤100,1
Grandview Heights Schools,Grandview Heights Schools,≤100,2
"Arthur ""Archie"" Verow for Brewer,  Maine House of Representatives","Arthur Verow For Brewer, Maine House of Representatives",≤100,1
publicspace.xyz,ｐｕｂｌｉｃｓｐａｃｅ,≤100,6
Revolutionize Hollywood,These ads ran without a disclaimer,≤100,2
Michigan Chronicle,Michigan Chronicle,≤100,1
Rotary Club of Jersey City,These ads ran without a disclaimer,≤100,1
Kajeet for Education,These ads ran without a disclaimer,≤100,3
SpotPositive,These ads ran without a disclaimer,≤100,2
Weight Loss With Annamarie,These ads ran without a disclaimer,≤100,1
Katy 4 Council,Katy Dunsmuir,≤100,1
Maine Green Power,These ads ran without a disclaimer,≤100,2
Exito en Usa,These ads ran without a disclaimer,≤100,1
FourCorners Yoga,These ads ran without a disclaimer,≤100,1
Be The Good Collection,These ads ran without a disclaimer,≤100,2
Cincinnati Public Schools,Cincinnati Public Schools,≤100,1
Healing Within Acupuncture & Wellness Studio,These ads ran without a disclaimer,≤100,1
Proud Parenting,These ads ran without a disclaimer,≤100,1
Chuck Caudill for Lee County Judge Executive,"Chuck Caudill Jr, Beattyville, KY",≤100,1
Stalin’s Gulag of Liberal Memes,These ads ran without a disclaimer,≤100,1
Kentucky Orthodontics & Invisalign,These ads ran without a disclaimer,≤100,1
Sray Webster Funeral Home,These ads ran without a disclaimer,≤100,1
Maine Veterans' Homes - Machias,These ads ran without a disclaimer,≤100,1
Mau_the.cat,These ads ran without a disclaimer,≤100,1
Virginia Beach Coastal Homes & Lifestyle,Jackie Gonzalez,≤100,1
Givology Chicago,These ads ran without a disclaimer,≤100,1
Richard F.Fuertes,These ads ran without a disclaimer,≤100,1
Yes on A: Strengthen the Seawall for Earthquakes and Disasters,"Strengthen Our Seawall for Earthquakes and Disasters, Yes on Prop. A. FPPC ID #1402245.",≤100,1
"Vicki H. Wilmarth, Attorney at Law",These ads ran without a disclaimer,≤100,1
Nancy and David Fine Jewels,These ads ran without a disclaimer,≤100,1
BeautyGoddesses,These ads ran without a disclaimer,≤100,1
Mark Willen,These ads ran without a disclaimer,≤100,1
Home2 Suites by Hilton Harrisburg West / Mechanicsburg,These ads ran without a disclaimer,≤100,1
Harmony Toluca Lake,Hollywood United Methodist Church,≤100,1
Anya Beverly Hills,These ads ran without a disclaimer,≤100,9
MooMooi by Meredith Wing,These ads ran without a disclaimer,≤100,1
Monochromatic,These ads ran without a disclaimer,≤100,1
PASA Primates: Pan African Sanctuary Alliance,These ads ran without a disclaimer,≤100,6
Stephanie Albert-Barker,These ads ran without a disclaimer,≤100,2
Viral Motion,These ads ran without a disclaimer,≤100,1
NEED,360,≤100,1
Cliché Guevarra,These ads ran without a disclaimer,≤100,1
Evolution of a Psychiatrist,These ads ran without a disclaimer,≤100,1
A Better Leavenworth,Citizens for A Better Leavenworth,≤100,2
Microsoft Education,These ads ran without a disclaimer,≤100,2
Modern In Denver,These ads ran without a disclaimer,≤100,1
Shajne M Smith,These ads ran without a disclaimer,≤100,1
KVC Nebraska,KVC Nebraska,≤100,1
Afton Shows,These ads ran without a disclaimer,≤100,1
Bothell Police Department,These ads ran without a disclaimer,≤100,1
BabyCentric Concepts LLC,These ads ran without a disclaimer,≤100,1
The Choices Program,These ads ran without a disclaimer,≤100,1
Friends of Joe Parsley for Frederick County Council District 3,"Friends of Joe Parsley, Cyndi Schaff, Treasurer",≤100,1
Braxton County Schools: Where Kids Come First,These ads ran without a disclaimer,≤100,1
AFSCME 3299,Local 3299,≤100,2
Rich DePalma for Austin City Council District 8,Rich DePalma Campaign,≤100,4
Conservative Writers,by Jim & Madelyn Meyer,≤100,1
Hancock-Wood Electric Cooperative at Kelleys Island,Hancock-Wood Electric Cooperative at Kelleys Island,≤100,1
Barky Pines Animal Rescue & Sanctuary,These ads ran without a disclaimer,≤100,1
Crystal's Downtown,These ads ran without a disclaimer,≤100,1
OMGFacts,These ads ran without a disclaimer,≤100,52
Patients' Rights Action Fund,Patient's Rights Action Fund,≤100,3
NYC Artist Coalition,NYC Artist Coalition,≤100,1
"Grace Baptist Church of Statesville, NC",These ads ran without a disclaimer,≤100,1
EMC (SW/EXW) Kromah Kelelu,These ads ran without a disclaimer,≤100,1
Deason Criminal Justice Reform Center,These ads ran without a disclaimer,≤100,1
Save Washington Pets/Washington Alliance for Humane Legislation,Washington Alliance for Humane Legislation,≤100,1
"Dr. Jorge J. Asturias, PsyD, Inc.",These ads ran without a disclaimer,≤100,1
Tripp for 25,"Katie Tripp, Democrat, for State Representative, District 25",≤100,1
Explora Travel,These ads ran without a disclaimer,≤100,1
"New York Pearls by Laura, Vantel Pearls Independent Consultant",These ads ran without a disclaimer,≤100,1
Deer Hollow First Responder Trauma Program,These ads ran without a disclaimer,≤100,1
U Paint-It,These ads ran without a disclaimer,≤100,1
Dolci Delicious,These ads ran without a disclaimer,≤100,1
Phyllis Chesler,Phyllis Chesler,≤100,1
BahaiTeachings.org,These ads ran without a disclaimer,≤100,1
Decriminalize Denver,Decriminalize Denver,≤100,1
Disability Community Resource Center- formerly WCIL,Disability Community Resource Center (DCRC),≤100,1
Hopi & Tewa Community Movement,These ads ran without a disclaimer,≤100,1
Sukarya USA,These ads ran without a disclaimer,≤100,1
Ed Martinez,These ads ran without a disclaimer,≤100,1
Center for Women in Politics & Public Policy,These ads ran without a disclaimer,≤100,1
New Mexico For Equine Rights & Open Government,NM for Equine Rights & Open Government,≤100,2
Buck-A-Neer Supper Club,These ads ran without a disclaimer,≤100,1
Colorado School of Mines Alumni,These ads ran without a disclaimer,≤100,1
Shannon Sweeney Jorgenson for City Council,Shannon Sweeney Jorgenson for Hermantown City Council,≤100,1
Swing Left Knoxville,Charles & Wendy Chandler,≤100,2
Elisa Wen Boutique,These ads ran without a disclaimer,≤100,1
WARZ Military CLAN,These ads ran without a disclaimer,≤100,1
