Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Earth Friendly Products,These ads ran without a disclaimer,≤100,3
Butler Rural Electric Cooperative,Butler Rural Electric Cooperative,≤100,1
Compassion and Hope Pregnancy Center,These ads ran without a disclaimer,≤100,1
"Thomas Jefferson Unitarian Church/Louisville, KY",Thomas Jefferson Unitarian Church,≤100,1
Mi Calexico,These ads ran without a disclaimer,≤100,1
Pam Wasserman-Heath,Pam Wasserman Heath,≤100,1
Pangolin Conservation,These ads ran without a disclaimer,≤100,1
Brian Dembinski - Amherst Councilman,Friends of Brian Dembinski,≤100,1
"Coastal Family Counseling, LLC",These ads ran without a disclaimer,≤100,1
"PRO Management and Consulting Services, LLC",These ads ran without a disclaimer,≤100,1
Acera Liven - USA,These ads ran without a disclaimer,≤100,1
Mokos,These ads ran without a disclaimer,≤100,1
Make America Kind Again,"Let's Make America Kind, LLC",≤100,2
HealthPartners UnityPoint Health,These ads ran without a disclaimer,≤100,1
Imby,Enid Futterman,≤100,2
X.E.L. OHH,These ads ran without a disclaimer,≤100,1
Kasey Olivier,Kasey For SD,≤100,2
YWCA ATX,YWCA Greater Austin,≤100,1
SMART Politics,Smart Politics,≤100,1
Iraqi Children Foundation,These ads ran without a disclaimer,≤100,1
San Antonio Tri-Centennial City on a Mission,San Antonio Tri-Centennial City on a Mission,≤100,1
Kinnon For Malden,Neil Kinnon,≤100,1
Jewish Democratic Council of America,Jewish Democratic Council of America,≤100,1
Justice for Citizens,Adam Murphy,≤100,1
The Catholic Pro-Life Committee,"The Catholic Pro-Life Committee, Inc.",≤100,1
"Chris Archer -  Southlake City Council, Place 6",Christopher Archer,≤100,1
Whatcom Land Trust,These ads ran without a disclaimer,≤100,1
Dontchaknow,Dontchaknow,≤100,1
Oregon Nurses Association,the Oregon Nurses Association,≤100,1
My Pearland News,My Pearland News,≤100,1
Political Views of a Black Evangelical,Political Views of a Black Evangelical,≤100,2
Rebuild Louisiana,Rebuild Louisiana,≤100,1
Wildmind,These ads ran without a disclaimer,≤100,2
Representative Dylan Roberts,Dylan Roberts for Colorado,≤100,1
Edward B. Goehring,Edward B. Goehring,≤100,1
The Moxie-Brodie Law,The Moxie-Brodie Law,≤100,1
Lesley University,These ads ran without a disclaimer,≤100,2
Unity of Buffalo,These ads ran without a disclaimer,≤100,1
Daily Wellness Inspiration & Motivation,These ads ran without a disclaimer,≤100,3
Umadaop Lucas County,UMADAOP Lucas County,≤100,1
"Sugar Ridge Ranch / Shropshire Sheep,  Pastured Pork & Show Pigs",These ads ran without a disclaimer,≤100,1
"South Central Arkansas Electric Cooperative, Inc.","South Central Arkansas Electric Cooperative, Inc.",≤100,1
Party for Socialism and Liberation - PSL,the Party for Socialism and Liberation,≤100,1
Decatur-Morgan County Chamber of Commerce,The Decatur-Morgan County Chamber of Commerce,≤100,1
Utah Local News,These ads ran without a disclaimer,≤100,1
Broke-Ass Stuart,Stuart Schuffman,≤100,1
Cavethoughts,"Thoughts here are simply my opinions on the things I see, do with it what you will.",≤100,1
Sierra Club Northeast Florida Group,Sierra Club Florida PAC 1990 Central Ave St Petersburg FL 33712 independently of any candidate or committee.,≤100,1
Mary Likes Postcards,Mary Hawkins,≤100,1
Lake Cloud Entertainment LLC,Sonny Hoffman,≤100,2
Samudra Skin & Sea,These ads ran without a disclaimer,≤100,1
Citizen Action of New York,Citizen Action of New York,≤100,2
Paleo Politico News,PPN Broadcasting,≤100,2
Vet Center Thrift,These ads ran without a disclaimer,≤100,1
Antidote,These ads ran without a disclaimer,≤100,3
Springfield News-Sun,Springfield News-Sun,≤100,1
Indecision 2020,Indecision America,≤100,1
The Pax Center,These ads ran without a disclaimer,≤100,1
"United Way of Monroe County, PA",These ads ran without a disclaimer,≤100,1
Our Gay History in 50 States,These ads ran without a disclaimer,≤100,1
NorCal Resist,NorCal Resist,≤100,2
Mental Health First Aid DFW,These ads ran without a disclaimer,≤100,1
Equal Citizens,Equal Citizens,≤100,6
College Republicans at UCI,Kimo Gandall,≤100,1
Prizeo,These ads ran without a disclaimer,≤100,2
"R Scott Moore, CPA, PC",These ads ran without a disclaimer,≤100,1
Living Evergreen,Washington Environmental Council,≤100,1
Gandolfo "Randy" Messina & Peter A. Jakab-1st Ward Aldermen,Aldermen Gandolfo "Randy" Messina & Peter A. Jakab,≤100,2
Angel's Wings Pearl Settings,These ads ran without a disclaimer,≤100,1
Words Are Our Actions,These ads ran without a disclaimer,≤100,1
Tara Marie Live,These ads ran without a disclaimer,≤100,1
Mike Lawrence For Mayor of Lawrenceburg,Mike Lawrence,≤100,1
Michigan Campaign Finance Network,The Michigan Campaign Finance Network,≤100,1
WonderRoot,These ads ran without a disclaimer,≤100,1
Hoover Institution,These ads ran without a disclaimer,≤100,9
G Insurance,These ads ran without a disclaimer,≤100,1
City of Anderson Government,City of Anderson,≤100,1
Vision Quilt,Vision Quilt,≤100,1
Rosamond Community Watchdog,Greg Williams,≤100,1
Erika Yalowitz for Fairfax Board of Supervisors 2019,Friends of Erika Yalowitz,≤100,1
Asylum Access,Asylum Access,≤100,3
AFSCME Maryland,AFSCME Maryland,≤100,1
Claudio Ferrer  Jr.,Página oficial de Claudio Ferrer Jr. próximo Representante del Distrito 12 para el 2020. Actualizaciones realizadas por Claudio Ferrer Jr. serán firmadas-CFM,≤100,3
Hardyston Republican Club,"Hardyston Republican Club, Hardyston, NJ",≤100,1
Scott Prescher - Watauga City Council Place 1,Scott Prescher,≤100,1
"Teresa Karam, Medicare Insurance Specialist",These ads ran without a disclaimer,≤100,1
Forsyth County Tea Party,These ads ran without a disclaimer,≤100,1
Fund for the School District of Philadelphia,These ads ran without a disclaimer,≤100,1
SHS: Horrible Person,SHS:Horrible Person,≤100,2
Brazos County Democratic Party,Brazos County Democratic Party,≤100,1
Florida Faith Church,These ads ran without a disclaimer,≤100,2
CA 39 Voter Coalition,Michael May,≤100,1
Love’s Surf Gems,Melissa Love,≤100,1
Life Benefits,These ads ran without a disclaimer,≤100,1
Manda Hansen,Manda Hansen,≤100,1
The Portland Pod,Tanner Campbell and Satyr Productions,≤100,1
Ken Humberston Clackamas County Commissioner Page,Kenneth Humberston,≤100,1
Brutus Broth,These ads ran without a disclaimer,≤100,1
Jay Michaelson,Jay Michaelson,≤100,1
Dahlia Grove,These ads ran without a disclaimer,≤100,1
Atoosa Reaser for School Board,The Committee to Elect Atoosa Reaser,≤100,5
Tenth Amendment Center,Tenth Amendment Center,≤100,2
Community Pregnancy Center Anchorage,Community Pregnancy Center,≤100,1
Satsang,These ads ran without a disclaimer,≤100,1
Norma Noriega - Insurance Broker,These ads ran without a disclaimer,≤100,1
Team Olsewski,Team Olsewski,≤100,1
Eddy County,Red Rocket Media,≤100,5
Synergy Boutique,These ads ran without a disclaimer,≤100,1
Old Glory Apparel,Old Glory Apparel,≤100,1
Tax Foundation,These ads ran without a disclaimer,≤100,1
Georgia Appleseed Center for Law & Justice,These ads ran without a disclaimer,≤100,1
Democrats of Indian River,Indian River County Democratic Executive Committee,≤100,1
Open Door Clinic,These ads ran without a disclaimer,≤100,1
Kenneth Mejia,Kenneth Mejia for Congress,≤100,1
Jorge Fonseca,Jorge Fonseca for City Commissioner,≤100,3
Progressive Cheverly,Progressive Cheverly,≤100,1
Seattle LGBTQ Commission,The Seattle LGBTQ Commission,≤100,1
CultureMap,Sponsor,≤100,1
Home Grown Tees,HomeGrown Tees,≤100,2
CAIR Sacramento Valley,CAIR Sacramento Valley,≤100,2
It's Time for Change - Let's Work Together,George R. Macri,≤100,3
Consolidated Electric Cooperative - Missouri,Consolidated Electric Cooperative - Missouri,≤100,1
Guys With Ties Philanthropy,These ads ran without a disclaimer,≤100,2
New Jersey Organizing Project,New Jersey Organizing Project,≤100,1
Jonathan Flores for Florida House 102,"Jonathan Flores, Democrat for Florida House Representative District 102",≤100,3
Hooks4Hope,"Hooks4Hope, LLC",≤100,1
Pacific Standard,The Social Justice Foundation,≤100,1
"Dr. Jennifer Cantu, Democrat for State Representative HD-85","Jennifer Cantu for Texas State Representative 85, Elizabeth Mendoza, Treasurer",≤100,1
"Jim Dines, State Rep.",Committee to Elect Jim Dines,≤100,1
Craighead Electric Cooperative,Craighead Electric Cooperative,≤100,1
Patrick O'Connor,Senator Patrick O'Connor,≤100,1
The Simmonds Team,These ads ran without a disclaimer,≤100,1
The Maryland Crabs Podcast,The Maryland Crabs Podcast,≤100,1
SKI'S Remote Start & Security,These ads ran without a disclaimer,≤100,1
Fit Republic Lean Kitchen - Maryville,These ads ran without a disclaimer,≤100,1
Ware Disposal,Ware Disposal,≤100,3
Mind Share Partners,These ads ran without a disclaimer,≤100,1
Fusion Health & Fiit Training Center,These ads ran without a disclaimer,≤100,1
DV Emergency Services,Delaware Township Volunteer Ambulance Corp.,≤100,1
"Friends of South Slough Reserve, Inc.",These ads ran without a disclaimer,≤100,1
Frontier Party of America,These ads ran without a disclaimer,≤100,1
GYD,GYD: Douglas Blair,≤100,4
American Border Patrol,These ads ran without a disclaimer,≤100,1
ACLU of Maryland,American Civil Liberties Union of Maryland,≤100,1
Menomonee Falls Action Team,"Menomonee Falls Action Team, Chris Byrnes, Chair",≤100,1
Taiba Sultana,Taiba Sultana,≤100,1
Fusion Power,These ads ran without a disclaimer,≤100,2
Rowan County Republican Party,Rowan County Republican Party,≤100,1
El Paso Affordable Health Care Insurance,BYGA Healthcare Insurance,≤100,2
The Muslims Are Coming,Dean Obeidallah,≤100,1
Ryan Moran,These ads ran without a disclaimer,≤100,1
The Cambodian Family,These ads ran without a disclaimer,≤100,1
Retired Republicans,Agency Consulting LLC,≤100,3
"Health Care Center for the Homeless, Inc.",These ads ran without a disclaimer,≤100,1
Rounderwear,These ads ran without a disclaimer,≤100,1
Nina Vaca,Ximena Humrichouse,≤100,1
SouthPark Mall,These ads ran without a disclaimer,≤100,1
Flyboy Aviation Analytics,These ads ran without a disclaimer,≤100,1
How Women Lead,These ads ran without a disclaimer,≤100,1
Nashville Instant Runoff Voting - NIRV,Nashville Instant Runoff Voting,≤100,1
Karla Maddux-Leffingwell for Saunders County Supervisor,These ads ran without a disclaimer,≤100,1
"Darke Rural Electric Cooperative, Inc.","Darke Rural Electric Cooperative, Inc.",≤100,1
Climate Solutions,Climate Solutions,≤100,1
Our Wine Country Realtor,Tania Reuben,≤100,1
League of Women Voters of Pennsylvania,League of Women Voters of Pennsylvania,≤100,1
City of Hastings Government,These ads ran without a disclaimer,≤100,1
CHNGE,These ads ran without a disclaimer,≤100,1
Maine Coast Heritage Trust,These ads ran without a disclaimer,≤100,1
Leader Heights,Leader Heights,≤100,1
OZY World,These ads ran without a disclaimer,≤100,1
Globe-Mortgage Inc.,These ads ran without a disclaimer,≤100,2
Allentown Vision 2030,Allentown Vision 2030,≤100,3
Marshfield OnFocus,OnFocus Partners,≤100,1
DIYket,These ads ran without a disclaimer,≤100,4
Dan Rodricks,"Dan Rodricks, The Baltimore Sun",≤100,1
David Rosenberg - Licensed Insurance Agent,David Rosenberg,≤100,2
Planned Parenthood Mid-Hudson Valley Action,These ads ran without a disclaimer,≤100,3
Drinks In The Seats,"Drinks In The Seats,PAC",≤100,1
ChildFund International,These ads ran without a disclaimer,≤100,1
GOE Digital,GOE DIGITAL,≤100,2
Stateline JJM,Stateline JJM,≤100,3
Save Cheyenne,"Save Cheyenne, a non-profit corporation for public lands.",≤100,1
Gary Barham for County Commissioner District 3,Gary Barham for District 3 Commissioner,≤100,1
Blackstone Films,Blackstone Films,≤100,1
Movimiento Unión Soberanista (MUS),Movimiento Unión Soberanista,≤100,1
Parents Against Recreational Cannabis,These ads ran without a disclaimer,≤100,1
"Hanging H Companies, LLC.",These ads ran without a disclaimer,≤100,1
Sarah Hewins,The Committee to Elect Sarah Hewins,≤100,1
Sumner County Republican Assembly,Sumner County Republican Assembly,≤100,2
STEER,South Texas Energy & Economic Roundtable (STEER),≤100,2
Convention of States Utah,These ads ran without a disclaimer,≤100,1
Cooking Matters Colorado,Cooking Matters Colorado,≤100,1
Tremendous Trump Bottle Opener,"Norman Design Company, LLC",≤100,1
Councilwoman Debbie Nash-King,Councilwoman Debbie Nash-King,≤100,1
Long Beach City Auditor,Long Beach City Auditor,≤100,1
Minnetrista governance blog,Minnetrista Governance Blog page administrator Shannon Bruce,≤100,1
Brian Strickland for Georgia,Strickland for Georgia,≤100,2
SPI Life - South Padre Island Life,SPI Life,≤100,2
Rafael Tatito Hernandez,Rafael Tatito Hernandez,≤100,1
Make America Series,Make America Series,≤100,1
Writer's Shelve,These ads ran without a disclaimer,≤100,4
Clay County Electric Cooperative,Clay County Electric Cooperative,≤100,1
UWUA Local 369,"Utility Workers Union of America, Local 369",≤100,1
EnerChange,These ads ran without a disclaimer,≤100,1
Edina Realty,These ads ran without a disclaimer,≤100,1
Amy Grace Sloan RI Artist,These ads ran without a disclaimer,≤100,1
Orange County Commissioner Emily Bonilla,Orange County Board of County Commissioners District 5,≤100,1
Gwen Danielle,These ads ran without a disclaimer,≤100,1
Oregon Center for Public Policy (OCPP),Oregon Center for Public Policy,≤100,1
Nyaka AIDS Orphans Project,These ads ran without a disclaimer,≤100,1
Ticklin' Ur Psyche,Myself,≤100,1
"Michael Radtke, Sterling Heights Councilman","Citizens for Michael Radtke, 34205 Barrett Dr., Sterling Heights, MI 48312",≤100,1
Jesus Unltd,JESUS UNLTD,≤100,2
Plant City EDC,the Plant City EDC,≤100,2
Seven Hills Reporter,Timothy Fraundorf,≤100,1
Reedy Baptist Church,Reedy Baptist Church,≤100,1
Farmers Electric Cooperative,Farmers Electric Cooperative,≤100,1
Sumo Bonsai Supply,"Sumo Bonsai Supply, LLC",≤100,1
Jordan Chariton,"Status Coup, LLC",≤100,1
Huntington National Bank,These ads ran without a disclaimer,≤100,1
NoticiasYa 48,These ads ran without a disclaimer,≤100,1
WeCycle,These ads ran without a disclaimer,≤100,1
Pro advice,These ads ran without a disclaimer,≤100,1
RedRover,These ads ran without a disclaimer,≤100,1
Niagara County Democratic Party,Niagara County Democratic Committee,≤100,1
Extreme Love Ministries,These ads ran without a disclaimer,≤100,1
No on 630/i30 Widening,These ads ran without a disclaimer,≤100,1
The Penny Hoarder,These ads ran without a disclaimer,≤100,1
Dr. Diane Summers for SC State House District 87,Dr. Diane Summers For SC State House District 87,≤100,1
True Engelmeier Roofing,True Engelmeier Roofing,≤100,1
AMIBC,RedaJames Corporation  Not Authorized or Affiliated by Any Candidate or Candidates Committee,≤100,2
Dakotans for Honesty in Politics,Dakotans for Honesty in Politics,≤100,1
"Commissioner Eric Skrmetta, LPSC",The Eric Skrmetta Campaign,≤100,1
"ComplyRight, Inc.","ComplyRight, Inc.",≤100,1
Swing Left Knoxville,Charles & Wendy Chandler,≤100,1
"Tracy Pratt for State Representative, District 71","Tracy Pratt, Democrat for Florida House District 71",≤100,1
Kombucha Town,These ads ran without a disclaimer,≤100,1
Texas Enrollment Office,These ads ran without a disclaimer,≤100,1
Rep. Eileen Horn,"Eileen For Kansas, Doni Mooberry, Treasurer",≤100,1
Petit Jean Electric Cooperative,Petit Jean Electric Cooperative,≤100,1
VivoMix,These ads ran without a disclaimer,≤100,1
Diana Holmes City Councilor Ward 6,Diana Holmes Campaign,≤100,1
Fit Republic St. Joseph,These ads ran without a disclaimer,≤100,1
