Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Azil u Srbiji - Centar za zaštitu i pomoć tražiocima azila,These ads ran without a disclaimer,≤100,1
Duval Audubon Society,"Duval Audubon Society, Inc.",≤100,1
Tips For Better Traveling,These ads ran without a disclaimer,≤100,2
Councilman Brandon M. Scott,People For Brandon M. Scott Alicia Wilson Treasurer,≤100,1
"Total Comfort Heating & Air Conditioning, Inc.",These ads ran without a disclaimer,≤100,1
Facing History and Ourselves,Facing History and Ourselves,≤100,1
A Land Promised,These ads ran without a disclaimer,≤100,1
Gregory & Associates,These ads ran without a disclaimer,≤100,1
Dale Backers,These ads ran without a disclaimer,≤100,1
Frontlineshine Inc.,These ads ran without a disclaimer,≤100,1
The Bianca Nikol Merge With Mercy Foundation,These ads ran without a disclaimer,≤100,1
"37,000 Is Enough",These ads ran without a disclaimer,≤100,1
Dore Gold,Jerusalem Center for Public Affairs,≤100,1
Adopt A Need of D's Kids & Community Inc.,Adopt A Need of D's Kids & Community Inc.,≤100,1
The Center for Community Solutions,These ads ran without a disclaimer,≤100,1
DEAFinitely Vegan,These ads ran without a disclaimer,≤100,1
Pennsylvania Local News,These ads ran without a disclaimer,≤100,2
CAWldflwrz,These ads ran without a disclaimer,≤100,1
Chef John Howie,These ads ran without a disclaimer,≤100,1
Ohio Local News,These ads ran without a disclaimer,≤100,2
Helen Christie,"Ann Mason, a.k.a. Helen Christie",≤100,1
Ruthlessdegin.inc,These ads ran without a disclaimer,≤100,1
CrudeBoyy,These ads ran without a disclaimer,≤100,1
Your Straw Guy,These ads ran without a disclaimer,≤100,1
Our Dirty Little Secret Cleaning,These ads ran without a disclaimer,≤100,1
Norman Taylor & Associates,These ads ran without a disclaimer,≤100,1
Full Plates Full Potential,These ads ran without a disclaimer,≤100,1
Sovereign Man,These ads ran without a disclaimer,≤100,1
Michigan Local News,These ads ran without a disclaimer,≤100,2
"Alexandria, VA Local",These ads ran without a disclaimer,≤100,1
Christine Ren,These ads ran without a disclaimer,≤100,2
Lemur Conservation Network,These ads ran without a disclaimer,≤100,1
Adventures of Samba Rat,These ads ran without a disclaimer,≤100,1
Better Angels,Better Angels,≤100,3
Earthy,These ads ran without a disclaimer,≤100,1
Vermont Local News,These ads ran without a disclaimer,≤100,2
Wisconsin Local News,These ads ran without a disclaimer,≤100,1
MEP Coalition for Fair Competition,MEP Coalition,≤100,2
Haila,These ads ran without a disclaimer,≤100,1
Free the Bees,These ads ran without a disclaimer,≤100,1
World of Children,These ads ran without a disclaimer,≤100,1
Mi Vida DACA,Mi Vida DACA,≤100,1
Enzo&Coco Studio,These ads ran without a disclaimer,≤100,1
RIDE WITH VALOR,These ads ran without a disclaimer,≤100,1
Preventing Post Traumatic Stress Disorder - PTSD,These ads ran without a disclaimer,≤100,1
Eco Dealz,These ads ran without a disclaimer,≤100,2
Mahin The Machine,These ads ran without a disclaimer,≤100,1
Venerable Sydney Children's Healthcare Foundation - VSCWC,These ads ran without a disclaimer,≤100,1
Corvallis Sister Cities Association - Gondar,These ads ran without a disclaimer,≤100,1
OutRight Action International,OutRight Action International,≤100,3
WebMediums,WebMediums,≤100,1
"Vincent Fu, Future MD",Arctcfx Design,≤100,1
Navajo Transitional Energy Company,These ads ran without a disclaimer,≤100,1
John Thompson SVSD School Board,John Thompson (Candidate),≤100,1
Evaluation of Digital World,These ads ran without a disclaimer,≤100,1
Jewish Labor Committee,Jewish Labor Committee,≤100,1
The Institute for Community Leadership,These ads ran without a disclaimer,≤100,1
KensPolishing,These ads ran without a disclaimer,≤100,1
Hotcookinmama,These ads ran without a disclaimer,≤100,1
St. Vincent De Paul Society of Marin County,These ads ran without a disclaimer,≤100,1
Harford County Office of Recycling,These ads ran without a disclaimer,≤100,1
Veramaris,Veramaris,≤100,20
Evolution Ink Tattoo  Fayetteville NC,These ads ran without a disclaimer,≤100,1
New York State Local News,These ads ran without a disclaimer,≤100,1
Aquarium of the Bay,These ads ran without a disclaimer,≤100,1
"The Fogle Law Firm, LLC","The Fogle Law Firm, LLC",≤100,1
MDRC,These ads ran without a disclaimer,≤100,1
My Unicorn Alley,These ads ran without a disclaimer,≤100,1
Navi K. Productions,These ads ran without a disclaimer,≤100,2
Pew Research Center,Pew Research Center,≤100,1
Giraffe Heroes,These ads ran without a disclaimer,≤100,1
Hold The Line,Citizens For Responsible Green Government,≤100,1
The Ascender’s Touch,These ads ran without a disclaimer,≤100,1
Artinistic,These ads ran without a disclaimer,≤100,1
Essential Grabs,These ads ran without a disclaimer,≤100,6
Onalaska Sculpture,These ads ran without a disclaimer,≤100,1
RIDERS AGAINST the STORM (RAS),These ads ran without a disclaimer,≤100,2
Centro americanos.og,These ads ran without a disclaimer,≤100,1
For Life Ministries,These ads ran without a disclaimer,≤100,1
Amazing Things,These ads ran without a disclaimer,≤100,1
Alabama Local News,These ads ran without a disclaimer,≤100,1
SistaRn,These ads ran without a disclaimer,≤100,1
PussyPin,Pink Pin Project,≤100,2
GAIA Empowered Women,GAIA Empowered Women,≤100,5
Masha,These ads ran without a disclaimer,≤100,1
"Neoteric Hovercraft, Inc.",These ads ran without a disclaimer,≤100,1
Fair Districts PA - Beaver,Fair Districts PA,≤100,1
Conakry Infos,These ads ran without a disclaimer,≤100,1
Roadside Score,These ads ran without a disclaimer,≤100,1
The Mystical Magical Abracadabracal Daniel McDougal McDouglas McFly,These ads ran without a disclaimer,≤100,2
Universidad del Medio Ambiente,These ads ran without a disclaimer,≤100,1
Restoring Hearts Ministries,These ads ran without a disclaimer,≤100,1
Paso Robles Daily News,These ads ran without a disclaimer,≤100,1
Goshen Lane Preservation Group,These ads ran without a disclaimer,≤100,1
J.A. Miller Wealth Management,These ads ran without a disclaimer,≤100,1
Living Torah,Jewish Educational Media,≤100,2
"The Piccone Law Firm, LLC","Juliet Piccone, managing member The Piccone Law Firm, LLC",≤100,1
LINES 4 LIVES,These ads ran without a disclaimer,≤100,1
Arlington Thrive,These ads ran without a disclaimer,≤100,1
SalterMitchell PR,These ads ran without a disclaimer,≤100,1
No Justice No Pride,These ads ran without a disclaimer,≤100,1
"Spirit Glass, LLC",These ads ran without a disclaimer,≤100,1
Rene Garcia - Videographer,These ads ran without a disclaimer,≤100,2
Your Local Chrysler Dealer,These ads ran without a disclaimer,≤100,1
IN LOVIN Memories,These ads ran without a disclaimer,≤100,1
Napa Valley Vine Trail,These ads ran without a disclaimer,≤100,1
"The Serious Injury Law Group, LLC",These ads ran without a disclaimer,≤100,2
FunCPE,These ads ran without a disclaimer,≤100,2
Squishy_Cup,These ads ran without a disclaimer,≤100,1
Wayne Hill,Wayne Hill of Trinity Insights Publication,≤100,4
Harlem Chocolate Factory,These ads ran without a disclaimer,≤100,1
Missouri Local News,These ads ran without a disclaimer,≤100,1
Vine Maple Place,These ads ran without a disclaimer,≤100,1
Cynthia D.,These ads ran without a disclaimer,≤100,1
Tenth Amendment Center,Tenth Amendment Center,≤100,1
The California Sunday Magazine,California Sunday,≤100,1
"Jeremy S. Price, Esq. Atlantic / Cape May County Divorce and Family Lawyer",These ads ran without a disclaimer,≤100,1
Featherstone Moments,These ads ran without a disclaimer,≤100,1
Sosnicaragua-sacramento,sosnicaragua-sacramento,≤100,1
Christina Moreira - Putting Kids First,Campaign Fund of Christina Moreira,≤100,1
Police K-9 Magazine,These ads ran without a disclaimer,≤100,1
Resurrecting Democracy,These ads ran without a disclaimer,≤100,1
VOBG - Voices of the Bosnian Genocide,These ads ran without a disclaimer,≤100,4
Barron County Republican Party,Barron County Republican Party,≤100,1
Alex Hanba for Park Ridge Park District Board,Alex Hanba,≤100,1
TEAM NUVISION Your Realtor of Choice,These ads ran without a disclaimer,≤100,1
Florida Local News,These ads ran without a disclaimer,≤100,2
Change Creator,These ads ran without a disclaimer,≤100,1
For the Jason-matthew: Glass.,Jason-matthew Glass,≤100,1
"Happily Outdoors, LLC.",These ads ran without a disclaimer,≤100,2
Life Unplastic,These ads ran without a disclaimer,≤100,1
The River: Transforming Homelessness in Atlanta,These ads ran without a disclaimer,≤100,1
George shoks,These ads ran without a disclaimer,≤100,1
Guide & Cowboy Agency,These ads ran without a disclaimer,≤100,2
DMEcreations,These ads ran without a disclaimer,≤100,1
Corey Compensation,These ads ran without a disclaimer,≤100,1
"Autumn Louise Schaefer, CCH, CHC",These ads ran without a disclaimer,≤100,1
Muslims Against Hunger,These ads ran without a disclaimer,≤100,1
1UpSolar,These ads ran without a disclaimer,≤100,1
Matumaini Means Hope,These ads ran without a disclaimer,≤100,1
Human Solutions,These ads ran without a disclaimer,≤100,1
+972 Magazine,+972 Magazine,≤100,3
New Orleans Workers' Center for Racial Justice,NOWCRJ,≤100,5
Davids Backpacks for the Homeless,These ads ran without a disclaimer,≤100,1
NativeEnergy,These ads ran without a disclaimer,≤100,1
Mobile Conservative,"Mobile Conservative, LLC",≤100,3
The Keith Tuller Show,These ads ran without a disclaimer,≤100,1
Dr. Judith Joseph MD,These ads ran without a disclaimer,≤100,1
الدكتورة شيماء الحيالي,These ads ran without a disclaimer,≤100,2
AR Workshop Holladay,These ads ran without a disclaimer,≤100,2
Council Member Mathieu Eugene,Office of NYC Council Member Mathieu Eugene,≤100,1
Peter Yacobellis Photography,These ads ran without a disclaimer,≤100,1
New Mexico Oil & Gas,These ads ran without a disclaimer,≤100,1
"Dr. Andrea's Medical & Weight Loss Clinic, PLLC",These ads ran without a disclaimer,≤100,1
Save Hines Park,These ads ran without a disclaimer,≤100,1
Darby Creek Valley Association,These ads ran without a disclaimer,≤100,1
Agayindependent,AGayIndependent,≤100,1
Fight4Moms,seweryn zaman,≤100,1
Tax March Minnesota,These ads ran without a disclaimer,≤100,2
Iman-Utopia Layjou Bah,Iman-Utopia Layjou Bah,≤100,1
His And Hers,These ads ran without a disclaimer,≤100,1
Beeskne Jewelry,These ads ran without a disclaimer,≤100,2
Ramatoulaye,These ads ran without a disclaimer,≤100,1
Fleetwood-Jourdain Community Center,These ads ran without a disclaimer,≤100,1
Friends of the Headwaters,These ads ran without a disclaimer,≤100,1
PlayGreen.show,These ads ran without a disclaimer,≤100,1
Westgate Pizza Bella,Westgate Pizza Bella,≤100,1
آسو - aasoo,Taslimi Foundation,≤100,1
She Fit,These ads ran without a disclaimer,≤100,1
ThinkGive,These ads ran without a disclaimer,≤100,1
Chyc Studio Digital Marketing,These ads ran without a disclaimer,≤100,1
Crafted By Kaydee,These ads ran without a disclaimer,≤100,2
Top Twelve Clothing,These ads ran without a disclaimer,≤100,2
Global March for Elephants and Rhinos,Global March for Elephants and Rhinos,≤100,1
Worldwide Liberal Alliance,These ads ran without a disclaimer,≤100,1
Signature1Art,These ads ran without a disclaimer,≤100,1
Verlasso Salmon,Verlasso Salmon,≤100,1
Room to Read Hong Kong Chapter,Room to Read,≤100,3
Nebraska Local News,These ads ran without a disclaimer,≤100,1
Jiminy,These ads ran without a disclaimer,≤100,1
E-Cards.com,These ads ran without a disclaimer,≤100,1
Guardian 6 LLC,"Guardian 6 LLC, Clayton Grusing (President)",≤100,1
Lucas Miles,These ads ran without a disclaimer,≤100,1
MBR Initiative for Global Prosperity,The Mohammed bin Rashid Initiative for Global Prosperity,≤100,1
Solano County Strength and Conditioning,These ads ran without a disclaimer,≤100,1
Ben & Jerry's,Ben & Jerry's,≤100,14
Eduardo Villanueva y Yezenia Cruz -EY.,These ads ran without a disclaimer,≤100,1
Parafialna Szkoła Polska Im. Stefana Kardynała Wyszyńskiego,These ads ran without a disclaimer,≤100,1
LSYBoutique.com,These ads ran without a disclaimer,≤100,1
Sayyedah's Shea,These ads ran without a disclaimer,≤100,1
ViralsOnly,These ads ran without a disclaimer,≤100,1
HIPS,These ads ran without a disclaimer,≤100,1
Jay Roby,These ads ran without a disclaimer,≤100,1
Vadhi Ohio Family Dental,These ads ran without a disclaimer,≤100,1
Miruhanstore,These ads ran without a disclaimer,≤100,10
STAT Medical Devices,These ads ran without a disclaimer,≤100,2
Fix Wayne County Now,non-campaign funds of Mack Avenue Consulting,≤100,1
National Alliance to End Veteran Suicide,National Alliance To End Veteran Suicide,≤100,1
"Ken Howard, LCSW - Counseling Psychotherapy Coaching - for Gay Men",These ads ran without a disclaimer,≤100,1
Growth Coach Franchise Opportunities,These ads ran without a disclaimer,≤100,1
"Morgan Sage Realty, LLC",These ads ran without a disclaimer,≤100,1
Tank Transport Trader,These ads ran without a disclaimer,≤100,1
North Jersey Chapter of Pheasants Forever,These ads ran without a disclaimer,≤100,1
Coastal Studies,These ads ran without a disclaimer,≤100,2
Our Justice,Our Justice,≤100,1
PVOthemovement,These ads ran without a disclaimer,≤100,1
Miguel Ceballos-Ruiz For Denver City Council 8,The Committee of the People to Elect Miguel Ceballos-Ruiz,≤100,1
NFHS Network Hoops,These ads ran without a disclaimer,≤100,1
Super Car Wash,These ads ran without a disclaimer,≤100,1
Noticias América,These ads ran without a disclaimer,≤100,1
CEMEX Nature,CEMEX Nature,≤100,6
Himalayan Festival USA,Rajen Giri,≤100,1
Dora�,These ads ran without a disclaimer,≤100,1
Bentonville Pride,These ads ran without a disclaimer,≤100,1
The Jemimah Show,The Jemimah Show,≤100,2
Journal-News,Journal-News,≤100,2
Luis Abinader,These ads ran without a disclaimer,≤100,2
The Data Center,These ads ran without a disclaimer,≤100,1
Social Plastic,Plastic Bank,≤100,1
Jacobson Clergy Tax Service,These ads ran without a disclaimer,≤100,1
Bodine-Scott A/C Company,These ads ran without a disclaimer,≤100,1
Zombie Bowman,These ads ran without a disclaimer,≤100,1
Care2,These ads ran without a disclaimer,≤100,1
Casa Ruby LGBT Community Center,These ads ran without a disclaimer,≤100,1
Solana Center,These ads ran without a disclaimer,≤100,1
I Love Programming,These ads ran without a disclaimer,≤100,1
TheJobNetwork,These ads ran without a disclaimer,≤100,2
Bear In The Cloud,These ads ran without a disclaimer,≤100,2
Tedd Hardy,Tedd Hardy Collection,≤100,1
Silverton Fitness,These ads ran without a disclaimer,≤100,1
Open Mar Vista,These ads ran without a disclaimer,≤100,1
Western Union,These ads ran without a disclaimer,≤100,1
"Working Men Of Christ Ministry, Inc.",These ads ran without a disclaimer,≤100,1
Love Without Borders,These ads ran without a disclaimer,≤100,1
