Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Deaf Focus - I-LEEAD DBA,These ads ran without a disclaimer,≤100,1
GWATA,These ads ran without a disclaimer,≤100,1
Working Texans for Paid Sick Time,Working Texans for Paid Sick Time,≤100,1
Manumission Tour Company,Friends of John Taylor Chapman,≤100,1
Forest and Hyde,These ads ran without a disclaimer,≤100,1
The Five North Project,These ads ran without a disclaimer,≤100,1
The River Exchange,These ads ran without a disclaimer,≤100,1
Water Crisis Awareness Team,These ads ran without a disclaimer,≤100,1
"EmPowered Living International Ministries, Inc.",These ads ran without a disclaimer,≤100,1
Stand With Congo,Stier Forward,≤100,2
Executive Education Academy Charter School,These ads ran without a disclaimer,≤100,1
Shanon Morris- Registered Dietitian & Author,Shanon Morris,≤100,1
Strafford Nutrition Meals on Wheels,These ads ran without a disclaimer,≤100,1
Ari Hoffman,Hoffman for Seattle,≤100,1
Healthline: Living with Hepatitis C,These ads ran without a disclaimer,≤100,1
Sosnicaragua-sacramento,sosnicaragua-sacramento,≤100,1
American Spring,American Spring,≤100,1
Montana Ducks Unlimited,These ads ran without a disclaimer,≤100,1
"Earth, Body, & Soul",BRIDGET FULFER,≤100,1
Lonely Hearts Club,These ads ran without a disclaimer,≤100,1
MPOWER Financing,These ads ran without a disclaimer,≤100,2
"Orlando, FL Local",These ads ran without a disclaimer,≤100,3
Alpha Solar SG,These ads ran without a disclaimer,≤100,1
Miss Yavapai County Scholarship Organization,These ads ran without a disclaimer,≤100,1
Donna Meyers for Santa Cruz City Council 2018,Donna Meyers for Santa Cruz City Council 2018,≤100,1
Unitarian Universalist Fellowship of Corvallis,These ads ran without a disclaimer,≤100,1
Greg Louganis,SocialVidi,≤100,1
American Mussar,American Mussar,≤100,1
Zuya Wohitika Oyate,These ads ran without a disclaimer,≤100,1
FAKE President,These ads ran without a disclaimer,≤100,1
Hopi Tutskwa Permaculture Institute,These ads ran without a disclaimer,≤100,1
Extreme Results by Vince,These ads ran without a disclaimer,≤100,1
The Local Pulse,These ads ran without a disclaimer,≤100,1
CEO Standard,These ads ran without a disclaimer,≤100,1
Interamerican Association for Environmental Defense (AIDA),AIDA English,≤100,1
Suisun Wildlife Center,These ads ran without a disclaimer,≤100,1
Think About This,These ads ran without a disclaimer,≤100,3
AFSCME Maryland,AFSCME Maryland,≤100,1
Pivot Bio,These ads ran without a disclaimer,≤100,1
Iron Slingerz Brand,These ads ran without a disclaimer,≤100,1
CODE BLUE RADIO,These ads ran without a disclaimer,≤100,1
Project YES Africa,These ads ran without a disclaimer,≤100,1
Ben Woodard,Ben Woodard,≤100,1
Coyote Callin Outlawz,These ads ran without a disclaimer,≤100,1
LGBT Network,LGBT Network,≤100,1
zero8hundred,These ads ran without a disclaimer,≤100,1
Lincoln Hills,Nathan Bowey for Lincoln Hills,≤100,1
Scott Martell,These ads ran without a disclaimer,≤100,2
Aspire Fashion,These ads ran without a disclaimer,≤100,2
Douglas Land Conservancy,These ads ran without a disclaimer,≤100,5
561ForwardProgress,561 Forward Progress,≤100,1
Missouri Rural Electric,Missouri Rural Electric,≤100,1
CityGrader,These ads ran without a disclaimer,≤100,2
US-Africa Network,William Minter for US-Africa Network,≤100,1
LNR House,These ads ran without a disclaimer,≤100,1
United Way of the Lewis & Clark Area,These ads ran without a disclaimer,≤100,1
UFCW Local 2,These ads ran without a disclaimer,≤100,1
Michigan Coalition to End Domestic and Sexual Violence,These ads ran without a disclaimer,≤100,1
Mario David,These ads ran without a disclaimer,≤100,1
Spiritual and Practical Socialism,Spiritual and Practical Socialism,≤100,1
Space Center Houston,Space Center Houston,≤100,1
EveryChild California,These ads ran without a disclaimer,≤100,2
Prontocom,These ads ran without a disclaimer,≤100,1
Allen Sicard York County Commissioner District 3,Committee to Elect Sicard,≤100,1
Lifecycle Building Center,These ads ran without a disclaimer,≤100,1
RefugeeOne,RefugeeOne,≤100,1
Hyde Leadership Charter School (Hyde-Bronx),These ads ran without a disclaimer,≤100,1
EVERFI K-12,These ads ran without a disclaimer,≤100,1
Team Philosophy,These ads ran without a disclaimer,≤100,1
Polk County Salvation Army,These ads ran without a disclaimer,≤100,1
Irlen Center Boston,These ads ran without a disclaimer,≤100,1
"Video Creations, LLC",These ads ran without a disclaimer,≤100,1
Commander in Crap,These ads ran without a disclaimer,≤100,1
Girl Set Free,These ads ran without a disclaimer,≤100,2
Ghana Health and Education Initiative - GHEI,These ads ran without a disclaimer,≤100,2
World Neighbors,These ads ran without a disclaimer,≤100,1
OZY World,These ads ran without a disclaimer,≤100,1
Sonoma Land Trust,Sonoma Land Trust,≤100,1
"Jackson, MI Local",These ads ran without a disclaimer,≤100,1
Tony Searight Investment Education For Youth,These ads ran without a disclaimer,≤100,1
"Kevin Northcraft; Director 4, Tulare Local Healthcare District",Chris Northcraft,≤100,1
Dr Curt Lang,These ads ran without a disclaimer,≤100,1
"The Awad Law Firm, P.C.","The Awad Law Firm, P.C.",≤100,1
VoteRiders,"VoteRiders, nonpartisan nonprofit organization helping voters with voter ID since 2012",≤100,1
The Leprechaun Treasure House,"The Leprechaun Treasure House, LLC",≤100,1
Stamford Therapeutics,These ads ran without a disclaimer,≤100,1
Vincent Manfredi,Vote Manfredi 602-373-9996,≤100,1
Nantucket Dreamland,The Nantucket Dreamland,≤100,1
"Sean Kerrigan, Clinton Selectman",These ads ran without a disclaimer,≤100,1
Doing Good Merch,Doing Good Merch,≤100,1
"Harbor Theater, Boothbay Harbor, Maine",Helen Meserve,≤100,1
TLC Pregnancy Services,These ads ran without a disclaimer,≤100,2
Go Crazy Products,These ads ran without a disclaimer,≤100,2
Total Action for Progress,These ads ran without a disclaimer,≤100,1
Orlando Business Journal,These ads ran without a disclaimer,≤100,1
"Altoona, PA Local",These ads ran without a disclaimer,≤100,1
James F. Misiano PC,Misiano Law,≤100,2
Transgender Visibility & Education Network,Transgender Visibility & Education Network,≤100,1
Baltimore Green Space,These ads ran without a disclaimer,≤100,1
The Gonzales Cantata,Mormolyke Press,≤100,1
El Parrandón de los Trabajadores,These ads ran without a disclaimer,≤100,1
Sacramento Valley Conservancy,These ads ran without a disclaimer,≤100,1
Lake County Democratic Party,Lake County Democratic Party,≤100,1
Justice for CAROL Patten,These ads ran without a disclaimer,≤100,1
Raider Champions Foundation,Raider Champions Foundation,≤100,1
L2O Liquidwalls,These ads ran without a disclaimer,≤100,2
Lindsay's Tea Party,These ads ran without a disclaimer,≤100,1
College of the Redwoods,These ads ran without a disclaimer,≤100,1
Charles Law Jr For State Senate,Charles Law Jr For State Senate,≤100,1
Draught Works Brewery,These ads ran without a disclaimer,≤100,1
Six84 Media,Six84 Media,≤100,1
Douglas Law Firm,"Douglas & Hedstrom, P.A.",≤100,1
Boyd For Mayor,Boyd Corbin for Mayor of Wilton Manors,≤100,1
AID Kenya Foundation,These ads ran without a disclaimer,≤100,1
City of Anderson Government,City of Anderson,≤100,1
Get the WORD Out: Vintage. Antiques. Global Goods,These ads ran without a disclaimer,≤100,5
EarthiShop,These ads ran without a disclaimer,≤100,1
Inspirus Credit Union,Inspirus Credit Union,≤100,1
Produce From The Heart,These ads ran without a disclaimer,≤100,1
Syrian Forum USA,These ads ran without a disclaimer,≤100,1
Giv3-Back,These ads ran without a disclaimer,≤100,2
"Aaron Bell, Nassau County Commissioner, District 2","Aaron Bell, Republican, for Nassau County Commission District 2",≤100,1
Artists & Climate Change,Artists & Climate Change,≤100,1
TreeFolks,These ads ran without a disclaimer,≤100,1
The Muslims Are Coming,Dean Obeidallah,≤100,1
Mrs Mix - music videos,These ads ran without a disclaimer,≤100,1
Pinellas county Tax Collector Accountability Forum,These ads ran without a disclaimer,≤100,1
Maine Lakes Society,These ads ran without a disclaimer,≤100,1
The Rescue Mission,The Rescue Mission,≤100,1
Facts & Data Supporting America,Omar Habayeb.  An Involved American Citizen,≤100,1
Recycling and Power Facilities (RPFs),These ads ran without a disclaimer,≤100,1
Tom Blanford: Cedar Falls City Council Member-Ward 4,Committee to Elect Tom Blanford,≤100,1
Arkansas Democratic Black Caucus,Arkansas Democratic Black Caucus,≤100,1
Otter Tail Power Company,These ads ran without a disclaimer,≤100,1
PegsPresents,Peg's Presents,≤100,1
Osland Excavating,These ads ran without a disclaimer,≤100,1
Veterans Defense Project,These ads ran without a disclaimer,≤100,1
Harvest Health Foods,These ads ran without a disclaimer,≤100,1
African food security and climate army,These ads ran without a disclaimer,≤100,1
"Community Healing Network, Inc.",These ads ran without a disclaimer,≤100,1
The Sawmill Place,These ads ran without a disclaimer,≤100,1
Communities In Schools Charleston,These ads ran without a disclaimer,≤100,1
Grassroots Animal Rescue,These ads ran without a disclaimer,≤100,1
Democrats of Indian River,Indian River County Democratic Executive Committee,≤100,1
Tall Trainer Fitness Systems Inc.,These ads ran without a disclaimer,≤100,1
UP Land Conservancy,These ads ran without a disclaimer,≤100,1
"PADS Lake County, Inc.",These ads ran without a disclaimer,≤100,1
Express Sarl,These ads ran without a disclaimer,≤100,1
Becky's Fund,These ads ran without a disclaimer,≤100,1
CaringCrowd,These ads ran without a disclaimer,≤100,1
Center for Earth Jurisprudence,These ads ran without a disclaimer,≤100,1
"JUST 4 THEM, INC.",These ads ran without a disclaimer,≤100,2
Annie Tritt,These ads ran without a disclaimer,≤100,1
Healthcare Association of New York State,Healthcare Association of New York State,≤100,1
New Community Project,New Community Project,≤100,1
James Hall,These ads ran without a disclaimer,≤100,1
WCBM 680,These ads ran without a disclaimer,≤100,1
SACCPhilly,These ads ran without a disclaimer,≤100,1
Hoosier Blue,Hoosier Blue,≤100,1
United Way Fox Cities,United Way Fox Cities,≤100,1
Anabaptist Mennonite Biblical Seminary,Anabaptist Mennonite Biblical Seminary,≤100,1
FoodLink Tulare County,These ads ran without a disclaimer,≤100,1
Central Chester Co Democrats,Central Chester County Democrats,≤100,1
"Borromeo Housing, Inc.",These ads ran without a disclaimer,≤100,1
Until They're Gone,These ads ran without a disclaimer,≤100,1
Jesus Unltd,JESUS UNLTD,≤100,2
SAMMinistries-Overcoming Homelessness,SAMMinistries,≤100,3
Magic Jigsaw Puzzles World,These ads ran without a disclaimer,≤100,5
awake.net,Awake Media,≤100,2
Online ADA,Online ADA,≤100,2
"High Point, NC Local",These ads ran without a disclaimer,≤100,1
"Charlene Li, Author",These ads ran without a disclaimer,≤100,1
Cincinnati Public Schools,Cincinnati Public Schools,≤100,2
Legacy Pregnancy Resource Center,These ads ran without a disclaimer,≤100,1
Keith Pottratz,Keith For Colorado,≤100,1
Claudie B.,These ads ran without a disclaimer,≤100,2
Just Serve Paradise Valley Arizona,These ads ran without a disclaimer,≤100,1
Ambar Washington DC,These ads ran without a disclaimer,≤100,1
Archbold Biological Station,These ads ran without a disclaimer,≤100,1
Wizardry Foundry,These ads ran without a disclaimer,≤100,1
Plastic Oceans,Plastic Oceans International.,≤100,1
Metrosource,Metrosource Magazine - A Davler Media Publication,≤100,1
"Path2Freedom, Inc",These ads ran without a disclaimer,≤100,1
United Way of Adams County,These ads ran without a disclaimer,≤100,1
"Linwood, USA",These ads ran without a disclaimer,≤100,1
Friends of the Animal Village,These ads ran without a disclaimer,≤100,1
Councilman Andy Carrizales,Andy Carrizales for Rialto City Council 2016 FPPC #1382337,≤100,1
Cape Cod WILPF,These ads ran without a disclaimer,≤100,1
Ambassador Audrey Marks,Ambassador Audrey Marks,≤100,1
MCIE,These ads ran without a disclaimer,≤100,1
Starfish Partnerships,These ads ran without a disclaimer,≤100,1
Colin Rafferty for Delran Board of Education,Colin Rafferty for Delran,≤100,1
FindersPride,These ads ran without a disclaimer,≤100,2
"Harvest Rock Advisors, LLC",Harvest Rock Advisors,≤100,1
RoadSpoke Highway Tours,These ads ran without a disclaimer,≤100,1
PinMart,PinMart,≤100,1
Missourians for Alternatives to the Death Penalty,These ads ran without a disclaimer,≤100,1
The Community School for Creative Education,These ads ran without a disclaimer,≤100,1
Muli Earth,These ads ran without a disclaimer,≤100,1
Pirani Life,Pirani Life,≤100,1
Campaign to Elect Dianne Herman Ellis for Chancery Court Judge,Campaign to Elect Dianne Herman Ellis,≤100,1
Animal Rescue League of Boston,These ads ran without a disclaimer,≤100,1
Project Worthmore,These ads ran without a disclaimer,≤100,1
Charlotte Harbor National Estuary Program - CHNEP,These ads ran without a disclaimer,≤100,1
1 Last Chance,1 Last Chance,≤100,1
P3 Peak Performance & Prevention,These ads ran without a disclaimer,≤100,1
Florida Local News,These ads ran without a disclaimer,≤100,8
Simplest Necessities,Simplest Necessities,≤100,2
Ohio Local News,These ads ran without a disclaimer,≤100,1
Jitney Books,"Jitney Books, LLC",≤100,1
What Nunn Sense,James Jeffrey Nunn,≤100,1
Julian XTRA,These ads ran without a disclaimer,≤100,2
Client Instant Access,Client Instant Access,≤100,1
Reaching Higher NH,These ads ran without a disclaimer,≤100,1
Dont California Our Nevada,DontCaliforniaOurNevada,≤100,1
St. Charles County Public Health,These ads ran without a disclaimer,≤100,1
"Chico, CA Local",These ads ran without a disclaimer,≤100,1
CityWave,These ads ran without a disclaimer,≤100,1
Chuks Onyezia for Chicago's 18th Ward Alderman,Chuks Onyezia,≤100,1
Mark Uncapher,Mark  Uncapher.,≤100,1
IndigNation,These ads ran without a disclaimer,≤100,1
Black Facts Online,These ads ran without a disclaimer,≤100,1
Pizza Delight,Pizza Delight,≤100,1
Culture Concepts,These ads ran without a disclaimer,≤100,10
Atemos cabos con Byron Vasquez,These ads ran without a disclaimer,≤100,1
Strong Towns Shreveport,Strong Towns Shreveport,≤100,1
Advancing Women in Product,These ads ran without a disclaimer,≤100,1
Green Shine Worldwide Professional Ecofriendly Detailers,These ads ran without a disclaimer,≤100,2
The Princeton Prize in Race Relations,These ads ran without a disclaimer,≤100,1
Tutapona,These ads ran without a disclaimer,≤100,1
Pacific Island Times,These ads ran without a disclaimer,≤100,1
Ezee-Source,Ezeesource LLC,≤100,1
"Roanoke, VA Local",These ads ran without a disclaimer,≤100,1
NotPaper Bags,These ads ran without a disclaimer,≤100,2
Hotel El Ganzo,These ads ran without a disclaimer,≤100,1
American Heart Association Iowa,American Heart Association,≤100,1
The Transgender Resource Center of Long Island,These ads ran without a disclaimer,≤100,2
GOE Digital,GOE DIGITAL,≤100,2
Lake County Land Trust,These ads ran without a disclaimer,≤100,1
Our Gay History in 50 States,These ads ran without a disclaimer,≤100,1
Still Serving Veterans,These ads ran without a disclaimer,≤100,1
Left in Texas Podcast,Left In Texas Podcast,≤100,1
Cucu deals,CUCU DEALS,≤100,1
Andrew Smith for Councilor At-Large,Andrew Smith for City Council,≤100,1
