Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Senator Ling Ling Chang,Senator Ling Ling Chang,≤100,2
Serrv,These ads ran without a disclaimer,≤100,1
Good Earthling Initiatives,These ads ran without a disclaimer,≤100,1
Western Mass Recovery Learning Community,the Western Mass Recovery Learning Community,≤100,1
Lazear Mack - Attorneys At Law,These ads ran without a disclaimer,≤100,1
Growing Hope Globally,These ads ran without a disclaimer,≤100,1
Woodworking Network,These ads ran without a disclaimer,≤100,1
Presents of Mind,These ads ran without a disclaimer,≤100,1
Change Peoria,Change Peoria,≤100,1
Democrats Need to Vote,Dave Palermo,≤100,1
InMaricopa,InMaricopa Media and News Organization,≤100,1
How Democracy Crashed,How Democracies Crash,≤100,1
Evenpar Solutions,Oravet Media LLC,≤100,1
YWCA El Paso Del Norte Region,YWCA El Paso del Norte Region,≤100,1
The Commonwealth Institute For Fiscal Analysis,The Commonwealth Institute,≤100,1
Greater Cincinnati Politics 2.0,Howard M. Konicov,≤100,1
San Juan Citizens Alliance,San Juan Citizens Alliance,≤100,1
Covenant Tabernacle World Outreach Center,Covenant Tabernacle World Outreach Center,≤100,1
Ron Bateman Books,"Committee to Elect Ron Bateman, Judy Bisesi, Treasurer",≤100,2
Guy Harvey Sportswear,These ads ran without a disclaimer,≤100,4
Advocate Against Romance Scams,Advocating Against Romance Scams,≤100,2
"Bill McDaniel, City Manager",City Manager Bill McDaniel,≤100,1
Chase Marketing Inc.,These ads ran without a disclaimer,≤100,2
Cup Of Joe Politics Podcast,Cup of Joe Politics Podcast,≤100,1
Survivors Lead,Survivors Lead ACTION,≤100,1
Redemption Fitness Holt,These ads ran without a disclaimer,≤100,1
Conservative Nation,Conservative Nation,≤100,1
Social Media Network,Tim Canova Independent for Congress,≤100,2
The Pragmatic Libertarian,The Pragmatic Libertarian,≤100,1
Blossoms Montessori School,These ads ran without a disclaimer,≤100,1
دەڤەرا بەهدینان,These ads ran without a disclaimer,≤100,1
Joanna McClinton,Friends of Joanna McClinton,≤100,1
Saginaw Conservatives,Saginaw Conservatives,≤100,1
Alt-Middle,These ads ran without a disclaimer,≤100,1
Campaign for Southern Equality,Campaign for Southern Equality,≤100,1
Our Revolution Baltimore City/County,Our Revolution Baltimore City/County. This message has not been authorized or approved by any candidate.,≤100,1
Virginia Ducks Unlimited,Virginia Ducks Unlimited,≤100,1
Baha'is of the United States,Baha'is of the United States,≤100,2
Rebecca Rusch,Orvis,≤100,1
Gandy Printers,Gandy Printers,≤100,1
Circle 22,circle 22,≤100,1
FPWA,FPWA (formerly known as the Federation of Protestant Welfare Agencies),≤100,1
Birdie,Birdie For Peace,≤100,1
5 star moving joplin,These ads ran without a disclaimer,≤100,1
Lyle Larson,"The Lyle Larson Campaign · Ernesto Ancira, Treasurer.",≤100,1
Massachusetts Workplace Anti-Abuse Healthy Workplace Bill,Debra Falzoi,≤100,1
"Stephanie Meyer, Shawnee City Council","Stephanie Meyer for Shawnee, Sam Hawkins, Treasurer.",≤100,1
Seattle Public Schools,Seattle Public Schools,≤100,3
Jake Hoffman,Jake Hoffman,≤100,1
Fierce by mitú,These ads ran without a disclaimer,≤100,1
Broward College,Broward College,≤100,1
"Garcia Consulting Group, LLC",Garcia Consulting Group,≤100,1
Dearborn Heights 48125 East,Suzanne M. Todd for Dearborn Heights 48125 East,≤100,2
"Jason Binder, Alpharetta City Council",Jason Binder for Alpharetta,≤100,1
American Truth Project,These ads ran without a disclaimer,≤100,7
Stuart Shapiro,Stuart Shapiro,≤100,3
Support Ferndale Schools,Support Ferndale Schools Committee,≤100,1
Citizens Above Partisanship - CAP PAC,"Citizens Above Partisanship, Authority Shawn Bryce Treasurer",≤100,1
Hill Country Home Care,These ads ran without a disclaimer,≤100,1
Georgians For a Healthy Future,Georgians for a Healthy Future,≤100,1
STEER,South Texas Energy & Economic Roundtable (STEER),≤100,1
Patterson Legal Group,These ads ran without a disclaimer,≤100,1
Moms Clean Air Force - NH,Moms Clean Air Force,≤100,1
The Common Tarry by lloyd wold,Lloyd Wold,≤100,1
Partnership for Southern Equity,Partnership for Southern Equity,≤100,1
Democratic Women of the Desert,California Democratic Council FPPC# 743865,≤100,1
PrairieWeb Internet Marketing,PrairieWeb Internet Marketing,≤100,1
Audubon Zoo,These ads ran without a disclaimer,≤100,1
Yellow Jackets of America,These ads ran without a disclaimer,≤100,1
David Rosenberg - Licensed Insurance Agent,David Rosenberg,≤100,2
WEI: Wisconsin Environmental Initiative,"Wisconsin Environmental Initiative, Inc.",≤100,1
GataGifts,These ads ran without a disclaimer,≤100,1
Working Families United,Working Families United,≤100,1
Trafficking Justice Minnesota,Trafficking Justice Minnesota,≤100,1
"Brandon Arrington, Osceola County Commissioner","Brandon Arrington, Democrat, Osceola County Commission District 3",≤100,1
Delmarva Ornithological Society,Delmarva Ornithological Society,≤100,1
NoBull Cause,"Craig Weide, an independent blogger (NoBull Cause). Not affiliated with or endorsed by any political party or organization.",≤100,1
New Orleans Workers' Center for Racial Justice,NOWCRJ,≤100,7
Reasonable Anarchy,Steven,≤100,1
Global Justice Center,Global Justice Center,≤100,1
NowThis,These ads ran without a disclaimer,≤100,6
Interamerican Association for Environmental Defense (AIDA),AIDA English,≤100,1
NeuroNeeds,These ads ran without a disclaimer,≤100,2
Alice@97.3,These ads ran without a disclaimer,≤100,1
Protect the FBI,Protect the FBI™,≤100,1
California Restaurant Association,California Restaurant Association,≤100,1
Fund for the Arts,These ads ran without a disclaimer,≤100,1
United for a Cause Foundation,These ads ran without a disclaimer,≤100,1
Atlanta Carriage Horse Advocates,Atlanta Carriage Horse Advocates,≤100,1
Santa Margarita Water District,These ads ran without a disclaimer,≤100,1
The Obsession of Carter Andrews,Orvis,≤100,1
Reload Freedom,Reload Freedom,≤100,1
Eddy County,Red Rocket Media,≤100,4
Commissioner Vincent Morales,"Vincent Morales Campaign Doris Gurecky, Treasurer",≤100,2
Society+,These ads ran without a disclaimer,≤100,2
San Juan Safe Communities Initiative,San Juan Safe Communities Initiative,≤100,1
Fresh & Fit Attire,These ads ran without a disclaimer,≤100,2
Yellow Medicine SWCD,"Yellow Medicine Soil & Water Conservation District PO Box 545 Clarkfield, MN 56223 c/o Tyler Knutson, Technical Director",≤100,1
Big Bend Honor Guard,James Geuin,≤100,1
The Daily Nooze,john deprospo,≤100,1
Tampa Immigration Attorney Elizabeth Pophal,"Elizabeth Pophal (Neil F. Lewis, P.A.)",≤100,1
2nd Amendment Activist,the 2nd Amendment Activist,≤100,1
Verlasso Salmon,Verlasso Salmon,≤100,2
Better Off Red Podcast,Better Off Red Podcast,≤100,1
AFSCME Maryland,AFSCME Maryland,≤100,1
West Glacier Village,These ads ran without a disclaimer,≤100,1
Corrections to College California,Corrections to College California,≤100,1
Texas Climate News,Bill Dawson,≤100,1
Auditorium Theatre,the Auditorium Theatre,≤100,1
Seafood Harvesters of America,Seafood Harvesters of America,≤100,2
"City of Rochester, MN Government",These ads ran without a disclaimer,≤100,1
Keleny Top Soil,These ads ran without a disclaimer,≤100,2
Crisis Aid International,Crisis Aid International,≤100,1
Thenewmovement.org,TheNewMovement,≤100,1
"Fifi's Lunch Box, Inc.",These ads ran without a disclaimer,≤100,1
Bakers Tax Service,These ads ran without a disclaimer,≤100,1
Ashleigh Vasi Realtor at Keller Williams GCW,These ads ran without a disclaimer,≤100,2
Nuclear Hotseat,Nuclear Hotseat donors,≤100,1
Longbeachize,Longbeachize,≤100,1
Rockland County Government,Rockland County Government,≤100,1
Sonoma Land Trust,Sonoma Land Trust,≤100,2
NewSuffrage,NewSuffrage,≤100,2
Benton County WA Democrats,Benton Country Democratic Central Committee,≤100,2
Mesa County Democrats,Mesa County Democrats,≤100,1
Ella's Fearless Heroes Lemonade Stand,These ads ran without a disclaimer,≤100,1
Charleston Shoe Company,These ads ran without a disclaimer,≤100,1
Gary M. Collins,"Marylanders for Gary Collins, Henry Ciezkowski, Treasurer.",≤100,1
One Michigan Alliance,One Michigan Alliance Fund,≤100,1
Brief News Brief,James J Heaney Jr,≤100,1
Caring Healthcare,Caring Health Care,≤100,1
The Key Newsjournal,The Key Newsjournal,≤100,1
Austin Strassle,"Citizens for Austin Strassle, Antoinette Madeira, Treasurer",≤100,1
Oregon Right to Life,Oregon Right to Life,≤100,2
Byrds Blog,Pathaline Byrd,≤100,1
Ben Leder,Ben Leder,≤100,1
Jeff Jones,Friends of Jeff Jones,≤100,1
Menomonee Falls Action Team,"Menomonee Falls Action Team, Chris Byrnes, Chair",≤100,3
Francesville Tribune,Hoosier Media Group,≤100,1
Anjolie,These ads ran without a disclaimer,≤100,2
Red Squirrel Shoppe,Red Squirrel Co.,≤100,1
Natural Habitat Adventures,Natural Habitat Adventures,≤100,1
"Adam Steiner, Framingham City Councilor",Adam Steiner,≤100,1
Alp-n-Rock,These ads ran without a disclaimer,≤100,1
"Ben Baker, Mayor Elect of Dayton Ky",Ben Baker for Dayton Mayor,≤100,1
Columban Center for Advocacy and Outreach,Columban Center for Advocacy and Outreach,≤100,1
"Patriots Hope, Inc","Patriots Hope, Inc",≤100,1
Libertarian Party of Jefferson County,Libertarian Party of Jefferson County,≤100,2
San Carlos Education Foundation,These ads ran without a disclaimer,≤100,1
The Objective Standard,Craig Biddle,≤100,1
Keith Ingram,Keith Ingram for Arkansas,≤100,1
Captain D's,These ads ran without a disclaimer,≤100,1
Petition For A New Nobel Prize For The Fight Against Climate Change,Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change,≤100,8
Pacific Standard,The Social Justice Foundation,≤100,1
Barrel State,Brandon Vincent,≤100,1
Better Wyoming,Better Wyoming,≤100,1
Church,Church Bar,≤100,1
Covenant House Missouri,These ads ran without a disclaimer,≤100,1
World Affairs Council - Seattle,The World Affairs Council of Seattle,≤100,1
SEIU6 Property Services NW,"SEIU6, 3720 Airport Way, Seattle, WA",≤100,1
California Local News,These ads ran without a disclaimer,≤100,2
Rep. Reginald Bolding,Friends of Reginald Bolding - Bolding for AZ State House LD27,≤100,1
"Justin Quigley, Libertarian candidate?",Justin Quigley,≤100,1
Purdue University,These ads ran without a disclaimer,≤100,4
Center for Christian Civics,Center for Christian Civics,≤100,1
Right to Life of Kern County,Right to Life of Kern County,≤100,1
Mid-Continent Public Library,These ads ran without a disclaimer,≤100,1
PlanetOne,These ads ran without a disclaimer,≤100,1
Truth In Morrisville Elections -TIME.,Dave Nay For Truth in Morrisville Elections  TIME.,≤100,1
FLICK Studios,FLICK Studios,≤100,1
106.7 The Fan,These ads ran without a disclaimer,≤100,1
Political Animal Press,Political Animal Press,≤100,2
Chesapeake Church,Chesapeake Church,≤100,3
"Tulare City Council Member Jose Sigala, District 1",Tulare Council Member Jose Sigala,≤100,1
Movement for a People's Party,MPP,≤100,2
Little Art House,These ads ran without a disclaimer,≤100,2
Turtle Moon Health,"Turtle Moon Health, LLC",≤100,1
ProCon.org,"ProCon, a nonprofit organization",≤100,1
Council Rock Coalition for Healthy Youth - CRCHY,Council Rock Coalition for Healthy Youth,≤100,1
Bier Station,"Bier Station, LLC",≤100,3
"Warwick Democratic Committee - Lancaster, PA",Warwick Democratic Committee,≤100,1
Pussyhat Project,Patricia Nolan,≤100,1
Child-Friendly Faith Project,The Child-Friendly Faith Project,≤100,1
Voices for Alaska's Children,Alaska Children's Trust,≤100,1
Gracefully Planted,These ads ran without a disclaimer,≤100,1
Free To Choose Network,Free To Choose Network,≤100,3
Bring Back The Fairness Doctrine,Bring Back the Fairness Doctrine,≤100,1
Northern California Record,The Record,≤100,1
Susan Kaiser Greenland,Susan Kaiser Greenland,≤100,1
Streetwise Reports,Streetwise Reports,≤100,1
David M. Robbins,Gonzo KIng Media a Product of Tornado of Truth Productions,≤100,1
Awakening Events,These ads ran without a disclaimer,≤100,13
Williamsburg Christian Church,These ads ran without a disclaimer,≤100,1
"Rep Sherry Gay-Dagnogo, MEd",Dagnogo for Jobs & Education,≤100,1
Netdial,Netdial Telecom,≤100,1
Focus Mid-South,Focus Mid-South,≤100,1
"Florida League of Cities, Inc.","the Florida League of Cities, Inc.",≤100,1
The Public Mind,The Public Mind,≤100,1
Bike Concord,Bike Concord,≤100,1
Town Of Beloit Forum,Citizens for a better Town of Beloit,≤100,2
Rabbi Barack Obama,These ads ran without a disclaimer,≤100,1
Women's March Rockford,Women's March Rockford,≤100,1
Don't believe the hype,Don't Believe The Hype,≤100,1
NARAL Pro-Choice Massachusetts,"NARAL Pro-Choice Massachusetts",≤100,1
TuDor Physical Therapy Centers,These ads ran without a disclaimer,≤100,1
The Frontier Power Company,The Frontier Power Company,≤100,1
AARP New Mexico,AARP New Mexico,≤100,1
The Glasgow Law Firm,These ads ran without a disclaimer,≤100,4
Green Turtle Co.,These ads ran without a disclaimer,≤100,1
Cherishing Life's Sprinkles,These ads ran without a disclaimer,≤100,1
Safari Club International Foundation,Safari Club International Foundation,≤100,1
"Kydex Concealments, LLC","Kydex Concealments, LLC",≤100,1
America Educating Rural Russian Collaborators,"Jeremy Dixon  The opinions I express, represent my personal views. Furthermore,  I am not paid by any political organization, or a Media outlet.",≤100,4
Gateway Arch Park Foundation,These ads ran without a disclaimer,≤100,1
Friends of Blackwater,Thomas W. Rodd and Friends of Blackwater,≤100,1
CristianCruz,CRISTIAN CRUZ,≤100,1
Colorado Hispanic Republicans,Colorado Hispanic Republicans,≤100,1
CU Denver Political Science,CU Denver Political Science Department,≤100,1
"NY Climate Change Science, Engineering & Economics Meetup","Bill Chapman, Computer Programmer",≤100,1
Edge Dairy Farmer Cooperative,Edge Dairy Farmer Cooperative,≤100,1
Linglestown Gazette,Linglestown Gazette,≤100,2
Eco Flight,EcoFlight,≤100,1
Northwest Community Bail Fund,These ads ran without a disclaimer,≤100,2
The News Dump,These ads ran without a disclaimer,≤100,1
HomeFront,These ads ran without a disclaimer,≤100,3
The Dean Obeidallah Show,Dean Obeidallah,≤100,3
Hillsborough Community Protection Coalition,Hillsborough Community Protection Coalition,≤100,1
Orvis,These ads ran without a disclaimer,≤100,4
The Art Hut,These ads ran without a disclaimer,≤100,1
Jacobin Magazine,Jacobin magazine,≤100,1
Citizens for Church Street,Citizens for Church Street,≤100,1
Jason Garnar,Friends of Jason Garnar,≤100,1
The Maryland Crabs Podcast,The Maryland Crabs Podcast,≤100,2
The Leggett Group USA.,These ads ran without a disclaimer,≤100,1
Jason Spatola for Hempfield,Jason Spatola for Hempfield,≤100,2
"Peter Demling, Amherst School Committee Member",These ads ran without a disclaimer,≤100,1
Presidents Plan,These ads ran without a disclaimer,≤100,1
The Tikvah Fund,The Tikvah Fund,≤100,1
American Friends Service Committee South Region,American Friends Service Committee,≤100,1
Engineers Without Borders - Newark Delaware Professional Chapter,Engineers Without Borders Newark Professional Chapter,≤100,1
"Chris Archer -  Southlake City Council, Place 6",Christopher Archer,≤100,1
Time Machine - Slow Motion Photo Booth,These ads ran without a disclaimer,≤100,1
